CHX_3T,,
Wavelength (nm),Abs,
699.9606323,0.00011676141,
698.9519653,0.0002610866795,
697.9429932,0.000184761564,
696.9337158,7.054499292E-5,
696.0683594,0.000166970698,
695.0584106,0.0001737813873,
694.0481567,0.0006279555382,
693.0375977,-4.15708746E-5,
692.0267334,0.0002769905259,
691.0155029,0.0001615325891,
690.0039673,0.000408620981,
688.9920654,0.0005655882414,
687.9798584,0.0001528835564,
686.9673462,-0.0001648623293,
685.9545288,0.0004682188446,
684.9413452,0.000753002183,
683.9278564,0.0004855814914,
683.0588989,2.81648463E-5,
682.0447998,0.0003280991223,
681.0303955,0.0001866779494,
680.015625,0.0001595127396,
679.0006104,-5.202768079E-5,
677.9852295,6.686860434E-5,
676.9695435,0.0005168101052,
675.9534912,-0.0001285306935,
674.9371338,0.0002213814441,
674.0657349,7.789786468E-5,
673.0488281,3.919312439E-5,
672.0316162,6.093984484E-5,
671.0140381,0.0003591609711,
669.9961548,0.0005245333887,
668.9779663,0.000116709627,
667.9594727,0.0002086133463,
666.9406128,0.0002612938988,
666.0670776,0.000420902652,
665.0476685,0.0005174839171,
664.0279541,-1.848218744E-5,
663.0079346,0.0006850426435,
661.9875488,0.0005069100298,
660.9669189,0.0003856909461,
659.9459229,-4.069083661E-5,
659.0705566,0.0003518033191,
658.0490112,0.0006731942412,
657.0271606,0.0004406473308,
656.0050049,0.001027671271,
654.9824829,0.0007000545738,
653.9597168,0.0006006589974,
652.9365845,0.0003133591381,
652.0593872,0.0006146570086,
651.0357666,0.0005230820389,
650.0117798,0.0004569982702,
648.9874878,0.000598351995,
647.9628906,0.000597107748,
646.9379883,0.0006286295247,
646.0592651,0.0003734880011,
645.0338135,0.0006638350314,
644.0079956,0.0004789991654,
642.9819336,0.0006567573873,
641.9555664,0.0004258257977,
640.928894,0.0004139844386,
640.048645,0.0005090869963,
639.0214233,0.0003556116717,
637.9938354,0.0005485333968,
636.9660034,0.0004925526446,
635.9378662,0.0001454258309,
635.0563354,0.0002857197542,
634.0276489,0.0005919493851,
632.9986572,0.0003200425708,
631.9693604,0.0005317384494,
630.9397583,0.0004642021959,
630.0570068,0.0003454561811,
629.0268555,0.0004432903952,
627.9963989,0.0006553833955,
626.9656372,0.0003349641338,
625.9346313,0.0004922157386,
625.0506592,6.606601528E-5,
624.019043,5.651274478E-5,
622.9871826,3.437792475E-5,
621.9550171,2.51094616E-6,
