# delay / ps , transient absorption / mOD
1.839999999999999858e+00,1.623851582731442633e+01
1.860000000000000098e+00,1.583388729742067547e+01
1.880000000000000115e+00,1.578689978302640995e+01
1.899999999999999911e+00,1.584303440388093875e+01
1.919999999999999929e+00,1.576165593176139090e+01
1.939999999999999725e+00,1.583886608793900663e+01
1.960000000000000187e+00,1.576544192694626645e+01
1.979999999999999982e+00,1.558096106792009827e+01
2.000000000000000000e+00,1.594773854168514937e+01
2.020000000000000018e+00,1.591255389149996979e+01
2.040000000000000036e+00,1.544282162910850964e+01
2.060000000000000053e+00,1.554588022282000637e+01
2.080000000000000071e+00,1.557173263886014070e+01
2.100000000000000089e+00,1.552480023149106536e+01
2.119999999999999662e+00,1.553148472218115472e+01
2.140000000000000124e+00,1.543824765615297423e+01
2.160000000000000142e+00,1.527981030095809700e+01
2.180000000000000160e+00,1.533114247683610643e+01
2.199999999999999734e+00,1.534478152505580972e+01
2.219999999999999751e+00,1.559709697609868861e+01
2.240000000000000213e+00,1.527469042235291319e+01
2.260000000000000231e+00,1.512412009557877468e+01
2.279999999999999805e+00,1.532247191857090485e+01
2.299999999999999822e+00,1.560611148725123343e+01
2.319999999999999840e+00,1.558924415514632322e+01
2.340000000000000302e+00,1.566399586219579376e+01
2.359999999999999876e+00,1.553886540798328753e+01
2.379999999999999893e+00,1.552298220481439728e+01
2.399999999999999911e+00,1.542880449936114751e+01
2.420000000000000373e+00,1.534108726858286254e+01
2.439999999999999947e+00,1.543863085932186685e+01
2.459999999999999964e+00,1.535395421009588368e+01
2.479999999999999982e+00,1.542027000876962539e+01
2.500000000000000000e+00,1.551038054082452433e+01
2.520000000000000018e+00,1.508327504350314108e+01
2.540000000000000036e+00,1.527393764475583815e+01
2.560000000000000053e+00,1.536934934878353332e+01
2.580000000000000071e+00,1.509169505217419882e+01
2.599999999999999645e+00,1.524772624421518863e+01
2.620000000000000107e+00,1.524671617474815655e+01
2.640000000000000124e+00,1.519298259540628138e+01
2.660000000000000142e+00,1.504942429105861557e+01
2.679999999999999716e+00,1.501640413780420857e+01
2.699999999999999734e+00,1.513657575229667707e+01
2.720000000000000195e+00,1.510672750289856658e+01
2.740000000000000213e+00,1.513991798332137861e+01
2.759999999999999787e+00,1.531741189236059597e+01
2.779999999999999805e+00,1.529161769376041491e+01
2.800000000000000266e+00,1.515947753203208137e+01
2.820000000000000284e+00,1.551378754342921518e+01
2.839999999999999858e+00,1.554836676789472349e+01
2.859999999999999876e+00,1.548593483802525306e+01
2.879999999999999893e+00,1.559581223959719587e+01
2.900000000000000355e+00,1.560546642065812861e+01
2.919999999999999929e+00,1.552056005504812575e+01
2.939999999999999947e+00,1.565164140628850120e+01
2.959999999999999964e+00,1.570747397275840029e+01
2.979999999999999982e+00,1.569562288798901939e+01
3.000000000000000000e+00,1.612937972090278294e+01
3.112340000000000106e+00,1.581571786505471522e+01
3.228900000000000325e+00,1.593380901923818627e+01
3.349809999999999732e+00,1.592287634709494704e+01
3.475260000000000016e+00,1.592275389396985652e+01
3.605399999999999938e+00,1.589417329434612114e+01
3.740409999999999791e+00,1.609190140441937089e+01
3.880479999999999485e+00,1.603427233548157815e+01
4.025800000000000267e+00,1.586555616335520469e+01
4.176560000000000272e+00,1.608006328901762672e+01
4.332959999999999923e+00,1.603807350271720722e+01
4.495230000000000281e+00,1.593152872612098747e+01
4.663560000000000372e+00,1.596475708606108590e+01
4.838210000000000122e+00,1.592249853369065526e+01
5.019390000000000462e+00,1.599311121460849527e+01
5.207349999999999923e+00,1.595948625460456505e+01
5.402359999999999829e+00,1.585208226082219163e+01
5.604669999999999597e+00,1.601969898569262440e+01
5.814549999999999663e+00,1.593474283603580410e+01
6.032299999999999329e+00,1.598167137797431359e+01
6.258189999999999920e+00,1.587190381798348682e+01
6.492550000000000487e+00,1.589473489337451895e+01
6.735679999999999445e+00,1.622289394785134675e+01
6.987920000000000798e+00,1.564343282504771970e+01
7.249610000000000554e+00,1.570370264590392395e+01
7.521089999999999165e+00,1.568637269102405618e+01
7.802740000000000009e+00,1.578150069816201828e+01
8.094939999999999358e+00,1.562035610969391541e+01
8.398080000000000211e+00,1.584378464095976469e+01
8.712569999999999482e+00,1.555546964694628898e+01
9.038839999999998653e+00,1.563498528172268820e+01
9.377330000000000609e+00,1.551362815755336122e+01
9.728490000000000748e+00,1.559829108479237014e+01
1.009280000000000044e+01,1.548828150307050855e+01
1.047080000000000055e+01,1.557670818493919107e+01
1.086289999999999978e+01,1.533894985732237437e+01
1.126970000000000027e+01,1.560264652476131708e+01
1.169169999999999909e+01,1.561998273600868181e+01
1.212950000000000017e+01,1.522357318669882176e+01
1.258380000000000010e+01,1.541693024252456112e+01
1.305499999999999972e+01,1.539664086710931556e+01
1.354390000000000072e+01,1.531807403712940108e+01
1.405109999999999992e+01,1.532517168046533840e+01
1.457729999999999926e+01,1.503307646494634398e+01
1.512320000000000064e+01,1.537787344004245327e+01
1.568949999999999889e+01,1.526250676122567640e+01
1.627700000000000102e+01,1.505586470215197004e+01
1.688660000000000139e+01,1.517881224270229268e+01
1.751889999999999858e+01,1.477677540321840155e+01
1.817500000000000071e+01,1.506557429766227152e+01
1.885559999999999903e+01,1.489063620227994456e+01
1.956170000000000186e+01,1.482407442809058473e+01
2.029429999999999978e+01,1.488226529335633153e+01
2.105419999999999803e+01,1.355270626850140125e+01
2.184270000000000067e+01,1.404163660612816322e+01
2.266069999999999851e+01,1.452373376176102759e+01
2.350929999999999964e+01,1.441995802980399866e+01
2.438960000000000150e+01,1.463327853308126869e+01
2.530300000000000082e+01,1.447525340412169648e+01
2.625050000000000239e+01,1.449563886531759671e+01
2.723359999999999914e+01,1.433653139832544277e+01
2.825339999999999918e+01,1.440518133051380900e+01
2.931139999999999901e+01,1.425199127390431997e+01
3.040909999999999869e+01,1.415760575554973855e+01
3.154789999999999850e+01,1.403589996569275655e+01
3.272930000000000206e+01,1.421292368913957738e+01
3.395490000000000208e+01,1.373813042753665847e+01
3.522650000000000148e+01,1.378855978830835483e+01
3.654560000000000031e+01,1.362198910951931374e+01
3.791420000000000101e+01,1.350330052048252227e+01
3.933399999999999608e+01,1.346464641097605153e+01
4.080700000000000216e+01,1.343180370024821357e+01
4.233510000000000417e+01,1.318279415239843466e+01
4.392049999999999699e+01,1.313545826950250373e+01
4.556530000000000058e+01,1.308473700949763874e+01
4.727159999999999940e+01,1.310993622029726069e+01
4.904179999999999495e+01,1.255414442553817800e+01
5.087829999999999586e+01,1.263755295747064444e+01
5.278359999999999985e+01,1.226083015396576670e+01
5.476030000000000086e+01,1.196012617330049466e+01
5.681099999999999994e+01,1.189775763580367673e+01
5.893840000000000146e+01,1.180201508646741715e+01
6.114559999999999462e+01,1.148263630521105405e+01
6.343530000000000513e+01,1.126545615699614977e+01
6.581090000000000373e+01,1.102718341037634886e+01
6.827540000000000475e+01,1.101018966024259527e+01
7.083220000000000027e+01,1.082365256647568330e+01
7.348470000000000368e+01,1.040822897861069229e+01
7.623659999999999570e+01,1.044074677080820379e+01
7.909149999999999636e+01,1.010391981678471751e+01
8.205329999999999302e+01,9.762506062766345138e+00
8.512600000000000477e+01,9.727697076671683263e+00
8.831380000000000052e+01,9.286652508569767761e+00
9.162099999999999511e+01,9.221917948304882984e+00
9.505209999999999582e+01,9.058854330579121594e+00
9.861159999999999570e+01,8.796507816031844840e+00
1.023039999999999878e+02,8.504541995615660710e+00
1.061359999999999957e+02,8.518053622984549378e+00
1.101099999999999994e+02,8.278559830497037808e+00
1.142339999999999947e+02,8.040506258536987971e+00
1.185109999999999957e+02,7.699480156161103928e+00
1.229489999999999839e+02,7.602281662381010996e+00
1.275540000000000020e+02,7.441119649607655262e+00
1.323299999999999841e+02,7.283094715218015658e+00
1.372860000000000014e+02,7.068217926475070634e+00
1.424269999999999925e+02,6.753327250302534779e+00
1.477599999999999909e+02,6.300883232817700907e+00
1.532940000000000111e+02,5.959017677180054484e+00
1.590339999999999918e+02,5.921892168737200812e+00
1.649899999999999807e+02,5.575775196073196938e+00
1.711680000000000064e+02,5.343170066031681209e+00
1.775780000000000030e+02,5.264161589346468162e+00
1.842280000000000086e+02,5.158982050823708754e+00
1.911269999999999811e+02,5.013272845965461855e+00
1.982849999999999966e+02,4.736837117392941998e+00
2.057100000000000080e+02,4.646496289422906045e+00
2.134139999999999873e+02,4.528951126668856908e+00
2.214060000000000059e+02,4.258464051485421287e+00
2.296970000000000027e+02,4.021982315229064575e+00
2.382979999999999734e+02,3.841325750875016265e+00
2.472220000000000084e+02,3.691014794061914017e+00
2.564799999999999613e+02,3.620321276443644098e+00
2.660850000000000364e+02,3.440801379752714162e+00
2.760489999999999782e+02,3.173000754856091454e+00
2.863870000000000005e+02,3.034338773930426392e+00
2.971119999999999663e+02,2.911191013266143823e+00
3.082379999999999995e+02,2.870024004938419360e+00
3.197810000000000059e+02,2.825641282402326038e+00
3.317560000000000286e+02,2.536204007630298296e+00
3.441800000000000068e+02,2.556627256028125128e+00
3.570680000000000405e+02,2.170723521696035441e+00
3.704399999999999977e+02,2.300186430687158001e+00
3.843120000000000118e+02,2.222655503145527511e+00
3.987040000000000077e+02,1.959011210270856340e+00
4.136349999999999909e+02,1.823019352072215993e+00
4.291250000000000000e+02,1.733865910966774004e+00
4.451949999999999932e+02,1.728885873634742110e+00
4.618659999999999854e+02,1.860672850846366577e+00
4.791620000000000346e+02,1.667357417372785644e+00
4.971059999999999945e+02,1.599007739574396458e+00
5.157219999999999800e+02,1.402847235607959098e+00
5.350339999999999918e+02,1.248375637151776241e+00
5.550700000000000500e+02,1.322355449720130194e+00
5.758569999999999709e+02,1.226366835608432515e+00
5.974220000000000255e+02,1.227835417998701217e+00
6.197939999999999827e+02,9.400762379424002502e-01
6.430040000000000191e+02,1.350030391327127655e+00
6.670829999999999700e+02,1.320835894425466339e+00
6.920639999999999645e+02,1.004387549559561998e+00
7.179809999999999945e+02,1.227208340870916015e+00
7.448680000000000518e+02,1.319501624181373511e+00
7.727620000000000573e+02,9.553819142834432121e-01
8.017000000000000455e+02,1.137026578073041971e+00
8.317219999999999800e+02,1.053534749956232197e+00
8.628690000000000282e+02,1.071707153240226695e+00
8.951820000000000164e+02,1.166859662732514957e+00
9.287040000000000646e+02,1.070219938122267234e+00
9.634829999999999472e+02,1.355672085630065693e+00
9.995629999999999882e+02,9.410372367970331053e-01
1.037000000000000000e+03,1.001201303126585174e+00
1.075829999999999927e+03,1.022029354626855069e+00
1.116120000000000118e+03,9.560348638169972046e-01
1.157910000000000082e+03,9.823825189707646732e-01
1.201269999999999982e+03,1.265356049466709099e+00
1.246259999999999991e+03,1.068701838831956241e+00
1.292930000000000064e+03,1.104033500538307511e+00
1.341349999999999909e+03,1.107367109911308045e+00
1.391580000000000155e+03,1.116533201273169684e+00
1.443690000000000055e+03,1.113697244402640951e+00
1.497750000000000000e+03,1.052367323416445011e+00
1.553840000000000146e+03,1.067535392480261747e+00
1.612029999999999973e+03,1.116867243328565795e+00
1.672399999999999864e+03,1.131191862569339790e+00
1.735029999999999973e+03,9.213776886296635160e-01
