# wavenlength / nm,    wavenumber / 10^3 cm-1, norm. transient absorption
3.507587941265592235e+02,2.850962019327687713e+01,1.574410447399259949e+00
3.517059736572107909e+02,2.843284092111119676e+01,1.584614280273986653e+00
3.526531531878623582e+02,2.835647408680019765e+01,1.586608570372351368e+00
3.536003327185139256e+02,2.828051637598591128e+01,1.538531645466250097e+00
3.545475122491654929e+02,2.820496450972781233e+01,1.516163462950078200e+00
3.554946917798170603e+02,2.812981524403100053e+01,1.496399070602534520e+00
3.564418713104686276e+02,2.805506536938187878e+01,1.455530605714577819e+00
3.573890508411201381e+02,2.798071171029123505e+01,1.487800911797949821e+00
3.583362303717717054e+02,2.790675112484456122e+01,1.500559075635855111e+00
3.592834099024232728e+02,2.783318050425949508e+01,1.509857699522450858e+00
3.602305894330748401e+02,2.775999677245022568e+01,1.556749752422812438e+00
3.611777689637264075e+02,2.768719688559877667e+01,1.556123567035098576e+00
3.621249484943779180e+02,2.761477783173299372e+01,1.620265262623893143e+00
3.630721280250294853e+02,2.754273663031115404e+01,1.640433353856347365e+00
3.640193075556810527e+02,2.747107033181304914e+01,1.616162004070447633e+00
3.649664870863326200e+02,2.739977601733746582e+01,1.685611824734509767e+00
3.659136666169841874e+02,2.732885079820585617e+01,1.697037942700105662e+00
3.668608461476356979e+02,2.725829181557222824e+01,1.726850958221186394e+00
3.678080256782873221e+02,2.718809624003896985e+01,1.821773166945344080e+00
3.687552052089388326e+02,2.711826127127871189e+01,1.807947185466730611e+00
3.697023847395903999e+02,2.704878413766187251e+01,1.916995752222451666e+00
3.706495642702419673e+02,2.697966209589002418e+01,1.973356743366732724e+00
3.715967438008935346e+02,2.691089243063478520e+01,1.973402295540195528e+00
3.725439233315451020e+02,2.684247245418229610e+01,2.064397835442731921e+00
3.734911028621966125e+02,2.677439950608302155e+01,2.102403961118532116e+00
3.744382823928481798e+02,2.670667095280693815e+01,2.074629129928247107e+00
3.753854619234997472e+02,2.663928418740391280e+01,2.166387796803479038e+00
3.763326414541513145e+02,2.657223662916920404e+01,2.182895667704632281e+00
3.772798209848028819e+02,2.650552572331401535e+01,2.175815025233859945e+00
3.782270005154543924e+02,2.643914894064100451e+01,2.251672753749387912e+00
3.791741800461059597e+02,2.637310377722460686e+01,2.297299765337784905e+00
3.801213595767575271e+02,2.630738775409622932e+01,2.301409692273864049e+00
3.810685391074090944e+02,2.624199841693404878e+01,2.345776791520269189e+00
3.820157186380606618e+02,2.617693333575747872e+01,2.355593468068971852e+00
3.829628981687122291e+02,2.611219010462615131e+01,2.329220548265582114e+00
3.839100776993637965e+02,2.604776634134335467e+01,2.344067696412547530e+00
3.848572572300153070e+02,2.598365968716385765e+01,2.349008208506912165e+00
3.858044367606668743e+02,2.591986780650602640e+01,2.318936683195649717e+00
3.867516162913184417e+02,2.585638838666819339e+01,2.277924970420595052e+00
3.876987958219700090e+02,2.579321913754915840e+01,2.248549809137066369e+00
3.886459753526215763e+02,2.573035779137277856e+01,2.207054207151852854e+00
3.895931548832730869e+02,2.566780210241661919e+01,2.131109770865243114e+00
3.905403344139246542e+02,2.560554984674446288e+01,2.071708677940707233e+00
3.914875139445762215e+02,2.554359882194281894e+01,2.000772417979627793e+00
3.924346934752277889e+02,2.548194684686114186e+01,1.929193074736369917e+00
3.933818730058793562e+02,2.542059176135587606e+01,1.831177367291315194e+00
3.943290525365308667e+02,2.535953142603814214e+01,1.757957618395033617e+00
3.952762320671824909e+02,2.529876372202507184e+01,1.656205397246691913e+00
3.962234115978340014e+02,2.523828655069473825e+01,1.534806202798218333e+00
3.971705911284855688e+02,2.517809783344451446e+01,1.419456360257162597e+00
3.981177706591371361e+02,2.511819551145296714e+01,1.305878836115456298e+00
3.990649501897887035e+02,2.505857754544508254e+01,1.190125359248069836e+00
4.000121297204402708e+02,2.499924191546086760e+01,1.061034620642674176e+00
4.009593092510917813e+02,2.494018662062719116e+01,9.526679386842914488e-01
4.019064887817433487e+02,2.488140967893288646e+01,8.830379707900192221e-01
4.028536683123949160e+02,2.482290912700700503e+01,7.618873397828134220e-01
4.038008478430464834e+02,2.476468301990020748e+01,6.548025434281516954e-01
4.047480273736980507e+02,2.470672943086920270e+01,5.677203012521279124e-01
4.056952069043495612e+02,2.464904645116424220e+01,5.050832079681354392e-01
4.066423864350011854e+02,2.459163218981951005e+01,4.072962414904561790e-01
4.075895659656526959e+02,2.453448477344656453e+01,3.422799278898383535e-01
4.085367454963042633e+02,2.447760234603049412e+01,2.667962319187628384e-01
4.094839250269558306e+02,2.442098306872903990e+01,2.246536258498973704e-01
4.104311045576073980e+02,2.436462511967442168e+01,1.745840326997083747e-01
4.113782840882589653e+02,2.430852669377792097e+01,1.088414178953567152e-01
4.123254636189104758e+02,2.425268600253717111e+01,8.226113732298931391e-02
4.132726431495620432e+02,2.419710127384606935e+01,5.573479352032484346e-02
4.142198226802136105e+02,2.414177075180733212e+01,2.704610408462856941e-02
4.151670022108651779e+02,2.408669269654758338e+01,-7.115697460760022838e-03
4.161141817415167452e+02,2.403186538403498673e+01,-1.009539370544749494e-02
4.170613612721682557e+02,2.397728710589937151e+01,-1.169458855846306974e-02
4.180085408028198231e+02,2.392295616925476409e+01,-1.776059937281923226e-02
4.189557203334713904e+02,2.386887089652437410e+01,-9.833849748932499760e-03
4.199028998641229578e+02,2.381502962526792544e+01,-1.312508170634708177e-02
4.208500793947745251e+02,2.376143070801132495e+01,1.227854132179682575e-03
4.217972589254260356e+02,2.370807251207861555e+01,1.425380497563073952e-02
4.227444384560776598e+02,2.365495341942619234e+01,2.621042848937287992e-02
4.236916179867291703e+02,2.360207182647927482e+01,3.874465844869425663e-02
4.246387975173807376e+02,2.354942614397049638e+01,6.690778673211086880e-02
4.255859770480323050e+02,2.349701479678073213e+01,9.376737784169265899e-02
4.265331565786838723e+02,2.344483622378198362e+01,1.165031305781529802e-01
4.274803361093354397e+02,2.339288887768238467e+01,1.295026148175046632e-01
4.284275156399868933e+02,2.334117122487325702e+01,1.494955539654522214e-01
4.293746951706385175e+02,2.328968174527817325e+01,1.832231786174503829e-01
4.303218747012900849e+02,2.323841893220405197e+01,1.983693338569383346e-01
4.312690542319416522e+02,2.318738129219417843e+01,2.187440116204110441e-01
4.322162337625932196e+02,2.313656734488315792e+01,2.252752695592749044e-01
4.331634132932447301e+02,2.308597562285381599e+01,2.547256255216615584e-01
4.341105928238963543e+02,2.303560467149589641e+01,2.824333780202106792e-01
4.350577723545478648e+02,2.298545304886670593e+01,2.843511827494348276e-01
4.360049518851994321e+02,2.293551932555346440e+01,2.863295401518926031e-01
4.369521314158509995e+02,2.288580208453753073e+01,3.019132280581051653e-01
