# wavenlength / nm,    wavenumber / cm-1,  norm. absorbance
3.160152282999999898e+02,3.164404466770438873e+01,4.947198776923441566e-01
3.150757750999999871e+02,3.173839688826016925e+01,4.796923823315239477e-01
3.139796448000000169e+02,3.184919839746248371e+01,4.584065212910141685e-01
3.130399780000000192e+02,3.194480163169446385e+01,4.430952650299450069e-01
3.119435424999999782e+02,3.205708289345339068e+01,4.192635806183136471e-01
3.110036316000000056e+02,3.215396536867963562e+01,4.027891501690894493e-01
3.100636291999999798e+02,3.225144473023539149e+01,3.908148704616697389e-01
3.089668273999999997e+02,3.236593418183896631e+01,3.733857843606107618e-01
3.080265807999999765e+02,3.246473071910942565e+01,3.614943515336937474e-01
3.069294739000000618e+02,3.258077457643600638e+01,3.396498626572268531e-01
3.059890136999999868e+02,3.268091190294914838e+01,3.287491757528028247e-01
3.050484314000000268e+02,3.278167979460064174e+01,3.130467253541172612e-01
3.039509277000000225e+02,3.290004763489326933e+01,2.994304935550964886e-01
3.030101318000000106e+02,3.300219679320967003e+01,2.879801046975697387e-01
3.020692138999999656e+02,3.310499560974955813e+01,2.748172907936500264e-01
3.009713439999999878e+02,3.322575454226632274e+01,2.626243420072102985e-01
3.000302123999999822e+02,3.332997673803600236e+01,2.503559417010636778e-01
2.989320678999999927e+02,3.345241636419295617e+01,2.383593793778205072e-01
2.979906920999999898e+02,3.355809515232841989e+01,2.282048293294127173e-01
2.970492249000000129e+02,3.366445410980770703e+01,2.189666693728898605e-01
2.959507141000000274e+02,3.378940993742984489e+01,2.092878520132183950e-01
2.950090331999999762e+02,3.389726711595487529e+01,1.997781761979101900e-01
2.940672301999999831e+02,3.400582918810380306e+01,1.923878125644318537e-01
2.929683228000000668e+02,3.413338310581337254e+01,1.802274417366694637e-01
2.920263062000000218e+02,3.424349035580137723e+01,1.749722765227124943e-01
2.909271850999999742e+02,3.437286204987242400e+01,1.669171727496926161e-01
2.899849242999999888e+02,3.448455130603491625e+01,1.568535092773190587e-01
2.890426024999999868e+02,3.459697606341612186e+01,1.557239763861292814e-01
2.879430846999999858e+02,3.472908547332792040e+01,1.495097570210338067e-01
2.870005188000000089e+02,3.484314259016593951e+01,1.438294661666906227e-01
2.860578917999999931e+02,3.495795881412561101e+01,1.396433823745851233e-01
2.849580078000000185e+02,3.509288992158653997e+01,1.319425929876357761e-01
2.840151367000000278e+02,3.520939100708148572e+01,1.286063334282976645e-01
2.830721740999999838e+02,3.532667960669045470e+01,1.267883117018078487e-01
2.819719238000000132e+02,3.546452379100305308e+01,1.252431671631503984e-01
2.810287475999999742e+02,3.558354825049222114e+01,1.217872615027932037e-01
2.799282531999999719e+02,3.572343943737366345e+01,1.202499553753432066e-01
2.789848632999999722e+02,3.584423857880321407e+01,1.210821210822728977e-01
2.780413818000000106e+02,3.596586930787580627e+01,1.121282777852521950e-01
2.769405211999999779e+02,3.610883649914934068e+01,1.221256492559082557e-01
2.759968261999999868e+02,3.623230070317381291e+01,1.298735415101793522e-01
2.750530395999999769e+02,3.635662421525190524e+01,1.227074458950115632e-01
2.739518433000000073e+02,3.650276588593408178e+01,1.389571814509189540e-01
2.730078429999999798e+02,3.662898431822708289e+01,1.420298763580202239e-01
2.720637512000000129e+02,3.675609101136292622e+01,1.563983030051659673e-01
2.709621887000000129e+02,3.690551824952837023e+01,1.706766003793532271e-01
2.700179137999999739e+02,3.703457988867700124e+01,2.099929360360681674e-01
2.690735167999999931e+02,3.716456423852709889e+01,1.793219432286551340e-01
2.679716187000000218e+02,3.731738476079145528e+01,1.867221511966221659e-01
2.670270386000000258e+02,3.744939108949095896e+01,2.076390684510273921e-01
2.659248961999999779e+02,3.760460243812253367e+01,1.918604093160585777e-01
2.649801024999999868e+02,3.773868266203120214e+01,2.457994640453250723e-01
2.640352477999999792e+02,3.787373119052175241e+01,2.594876833187899079e-01
2.629327698000000169e+02,3.803253587449942330e+01,3.046539669111995030e-01
2.619877013999999917e+02,3.816973066507464551e+01,2.965825419810290131e-01
2.610425109999999904e+02,3.830793674827928896e+01,3.317693300883497454e-01
2.599396972999999775e+02,3.847046104873648176e+01,3.455285379400943602e-01
2.589943541999999752e+02,3.861088026759774294e+01,3.613592702898478226e-01
2.580488892000000192e+02,3.875234662316074008e+01,3.849420921088519965e-01
2.569457702999999924e+02,3.891871809496760903e+01,4.073231035294165858e-01
2.560001220999999987e+02,3.906248136902743795e+01,4.021897594462720549e-01
2.550543822999999577e+02,3.920732476667585331e+01,4.213921731579269858e-01
2.539509125000000154e+02,3.937768878857641397e+01,4.265362799406950955e-01
2.530049895999999876e+02,3.952491219959718904e+01,4.369825499673543612e-01
2.520589751999999919e+02,3.967325500734639121e+01,4.459758269135009057e-01
2.509551848999999777e+02,3.984775211552124574e+01,4.288301149734502493e-01
2.500089721999999597e+02,3.999856449951839465e+01,4.329714562964443458e-01
