# wavenlength / nm,    wavenumber / cm-1,  norm. absorbance
4.590308228000000099e+02,2.178502946491025938e+01,1.294133425736937633e-02
4.579588927999999441e+02,2.183602099930660145e+01,1.336174413560543839e-02
4.570399170000000026e+02,2.187992695613936789e+01,1.395367707094179351e-02
4.559675902999999835e+02,2.193138331042472799e+01,1.262139647451829792e-02
4.550482788000000482e+02,2.197569019790785205e+01,1.305233036567234224e-02
4.539755248999999253e+02,2.202761922507334091e+01,1.261196100584096799e-02
4.530558776999999964e+02,2.207233255810820793e+01,1.305839746617791508e-02
4.519827576000000136e+02,2.212473779552868436e+01,1.144051329672048437e-02
4.510627746999999772e+02,2.216986317846991383e+01,1.280719961209336212e-02
4.499892272999999818e+02,2.222275422014308432e+01,1.150519809457736797e-02
4.490689087000000086e+02,2.226829737322226777e+01,1.080833110852308029e-02
4.479949950999999828e+02,2.232167794144180561e+01,1.236281539551706277e-02
4.470743102999999792e+02,2.236764620469851295e+01,1.334196893253355824e-02
4.460000000000000000e+02,2.242152466367712904e+01,1.465022786674328656e-02
4.449255066000000056e+02,2.247567256014897197e+01,1.477903353765154179e-02
4.440043029999999931e+02,2.252230424892976757e+01,1.187221048536529072e-02
4.429294128000000228e+02,2.257696082268393312e+01,1.313322060165592053e-02
4.420078735000000165e+02,2.262403137938672870e+01,1.235337992683973110e-02
4.409325867000000017e+02,2.267920380945616188e+01,1.671186788584798008e-02
4.400107421999999815e+02,2.272671787511646002e+01,1.450951355955612011e-02
4.389350585999999907e+02,2.278241348935621247e+01,1.349926830682960169e-02
4.380128783999999200e+02,2.283037895262031469e+01,1.388198365152976989e-02
4.369367980999999759e+02,2.288660521037493467e+01,1.400536871915556911e-02
4.360143127000000050e+02,2.293502692165178658e+01,1.532375088817464898e-02
4.349378661999999736e+02,2.299178980981536924e+01,1.522954929685694028e-02
4.340150145999999722e+02,2.304067754249532385e+01,1.349050449807838621e-02
4.329382019000000241e+02,2.309798478423439860e+01,1.593240886410214607e-02
