# wavenlength / nm,    wavenumber / cm-1,  norm. absorbance
4.159276123000000212e+02,2.404264517256239841e+01,9.206759515558902984e-02
4.150021973000000344e+02,2.409625795974068652e+01,9.301019362362482334e-02
4.140766601999999921e+02,2.415011750522228695e+01,9.384365434387023641e-02
4.129966430999999716e+02,2.421327186811703314e+01,9.473040888604236653e-02
4.120708007999999722e+02,2.426767434282133351e+01,9.549188107835496209e-02
4.109904480000000149e+02,2.433146572788475126e+01,9.577907349814836213e-02
4.100642700000000218e+02,2.438642118222102084e+01,9.596823068162482762e-02
4.089835509999999772e+02,2.445086110565850390e+01,9.565706143975941100e-02
4.080570678999999927e+02,2.450637615827460181e+01,9.571896578650082588e-02
4.069760132000000112e+02,2.457147270516335169e+01,9.523740846394854187e-02
4.060492249000000129e+02,2.462755593847705526e+01,9.487430315534534087e-02
4.049677733999999987e+02,2.469332291812433056e+01,9.436577191490719274e-02
4.040406798999999864e+02,2.474998310188716388e+01,9.336884468178861807e-02
4.029589232999999808e+02,2.481642525274238054e+01,9.200934197406780701e-02
4.020315246999999772e+02,2.487367130590592978e+01,9.061949565755396396e-02
4.009493712999999957e+02,2.494080478933525669e+01,8.927400977055778564e-02
4.000216980000000149e+02,2.499864394855901040e+01,8.770802959697882040e-02
3.989392090000000053e+02,2.506647572963930060e+01,8.624208820565588962e-02
3.980111999999999739e+02,2.512492110774772414e+01,8.431933634000825240e-02
3.969283752000000050e+02,2.519346215790520915e+01,8.235199218690605893e-02
3.960000916000000188e+02,2.525251941128591326e+01,8.057974979253182402e-02
3.950716552999999749e+02,2.531186397669162602e+01,7.874840968257443286e-02
3.939883118000000195e+02,2.538146361325635425e+01,7.693525922502948700e-02
3.930595703000000185e+02,2.544143624938980253e+01,7.493131224338323015e-02
3.919758911000000126e+02,2.551177311425212579e+01,7.213587238378711686e-02
3.910468750000000000e+02,2.557238182762616319e+01,7.060878005900433907e-02
3.899628296000000205e+02,2.564346968724528608e+01,6.822677123720198578e-02
3.890335387999999739e+02,2.570472466421704993e+01,6.620723432345636261e-02
3.879491577000000007e+02,2.577657355743757606e+01,6.386701115795027917e-02
3.870195312999999828e+02,2.583848925249318640e+01,6.143864236111565985e-02
3.859348449999999957e+02,2.591110942573739351e+01,5.951468170053039741e-02
3.850049437999999782e+02,2.597369244482932871e+01,5.788820466289798516e-02
3.840749207000000069e+02,2.603658677263901922e+01,5.611650453162141811e-02
3.829897156000000109e+02,2.611036169557133491e+01,5.448106928227959556e-02
3.820593872000000033e+02,2.617394136887208944e+01,5.279661642589158349e-02
3.809738464000000135e+02,2.624852097983805166e+01,5.119488620870604051e-02
3.800432433999999944e+02,2.631279511914616975e+01,5.017517846379492691e-02
3.789573669000000109e+02,2.638819263972461471e+01,4.912439022634097069e-02
3.780264892999999802e+02,2.645317268246789055e+01,4.810733185701211029e-02
3.769402771000000030e+02,2.652940162546508773e+01,4.681131898649887324e-02
3.760090941999999927e+02,2.659510143305464780e+01,4.624111935769129045e-02
3.749225769000000241e+02,2.667217344627185938e+01,4.589699847472659966e-02
3.739911194000000023e+02,2.673860282041766467e+01,4.518470533436964864e-02
3.730595397999999818e+02,2.680537269027103520e+01,4.545695360170153021e-02
3.719725037000000043e+02,2.688370753356842613e+01,4.480201531976268914e-02
3.710406494000000066e+02,2.695122492958853755e+01,4.429947414273634893e-02
3.699533081000000152e+02,2.703043811490112702e+01,4.497215496853172734e-02
3.690211792000000059e+02,2.709871563924588855e+01,4.434132187228618377e-02
3.679335022000000208e+02,2.717882427179527127e+01,4.517217461023066705e-02
3.670010985999999775e+02,2.724787483783298114e+01,4.619020579390058917e-02
3.660685424999999782e+02,2.731728853756943920e+01,4.661839470883374914e-02
3.649804077000000007e+02,2.739873097029257210e+01,4.720798860121411950e-02
3.640475769000000241e+02,2.746893712397072917e+01,4.774860628538578344e-02
3.629591369999999984e+02,2.755131082428157896e+01,4.883527288006227901e-02
3.620260314999999878e+02,2.762232306490921729e+01,4.899777900769109601e-02
3.609372559000000251e+02,2.770564644280047517e+01,4.900346274970879268e-02
3.600039062999999828e+02,2.777747636901127848e+01,4.887806858798436627e-02
3.590704041000000188e+02,2.784969155301095256e+01,4.805090428032558758e-02
3.579811707000000069e+02,2.793443012783577117e+01,4.727424784896363391e-02
3.570474242999999888e+02,2.800748393467685560e+01,4.654323521108096745e-02
3.559578857000000198e+02,2.809321102785727575e+01,4.508904628353434252e-02
3.550238646999999901e+02,2.816712056371234851e+01,4.455452216264622900e-02
3.539339904999999931e+02,2.825385599691363936e+01,4.358709407093247501e-02
3.529996947999999861e+02,2.832863639065106653e+01,4.353908239840854899e-02
3.520652771000000030e+02,2.840382352491869611e+01,4.220043527043883941e-02
3.509749755999999934e+02,2.849205981966310830e+01,4.219834060371938089e-02
3.500403137000000129e+02,2.856813803615328951e+01,4.236923366577000083e-02
3.489496765000000096e+02,2.865742734110257928e+01,4.221013861121743205e-02
3.480147400000000175e+02,2.873441509977422115e+01,4.354571826368278109e-02
3.469238280999999802e+02,2.882477128990264603e+01,4.354065961021841291e-02
3.459886169000000109e+02,2.890268497732186503e+01,4.352943287445182330e-02
3.450532837000000086e+02,2.898103125630390764e+01,4.401638413049108189e-02
3.439619445999999812e+02,2.907298367448525056e+01,4.412420133259656319e-02
3.430263671999999815e+02,2.915227794768775027e+01,4.429051594213922333e-02
3.419346924000000172e+02,2.924535071247423801e+01,4.411339270230824061e-02
3.409988402999999835e+02,2.932561292936455999e+01,4.487587082914309272e-02
3.400628967000000102e+02,2.940632482120475899e+01,4.434823508921373336e-02
3.389707946999999990e+02,2.950106662979717598e+01,4.479151716686503859e-02
3.380345763999999917e+02,2.958277258645544805e+01,4.474793906480829808e-02
3.369421997000000033e+02,2.967868082093487914e+01,4.532525475429035472e-02
3.360057067999999845e+02,2.976139927871010826e+01,4.518957356207147641e-02
3.350691223000000036e+02,2.984458827885257648e+01,4.560061604084835601e-02
3.339763184000000251e+02,2.994224275513781208e+01,4.597602440498708282e-02
3.330394896999999901e+02,3.002646926047100706e+01,4.720153074371803009e-02
3.319463501000000178e+02,3.012535006632085199e+01,4.734907617824123116e-02
3.310092773000000079e+02,3.021063361597811081e+01,4.898827437133129736e-02
3.300720825000000218e+02,3.029641260254114243e+01,4.957808766477114076e-02
3.289785461000000168e+02,3.039711895668810016e+01,5.093322302571874627e-02
3.280410767000000192e+02,3.048398725122218522e+01,5.147466036353440244e-02
3.269472655999999802e+02,3.058597227185374123e+01,5.342877834647831448e-02
3.260095825000000218e+02,3.067394499055867385e+01,5.415274944270518503e-02
3.250717773000000079e+02,3.076243678568031825e+01,5.570865786418945781e-02
3.239775084999999990e+02,3.086634021694749919e+01,5.646233923533663934e-02
3.230394592000000102e+02,3.095597059493838898e+01,5.778333903510916164e-02
3.219449463000000264e+02,3.106121128760205963e+01,5.928358573339748139e-02
3.210066527999999835e+02,3.115200234255082989e+01,6.067607727505315574e-02
3.200682373000000212e+02,3.124333762186779495e+01,6.205941606768947127e-02
3.189732971000000248e+02,3.135058668207244992e+01,6.414169352802077950e-02
3.180346680000000106e+02,3.144311298792117881e+01,6.508963628538667889e-02
3.169394530999999802e+02,3.155176770259909347e+01,6.801699442123414208e-02
3.160005492999999888e+02,3.164551461113552122e+01,7.024826613649652607e-02
3.150615844999999808e+02,3.173982640844618786e+01,7.255771931463117497e-02
3.139659424000000172e+02,3.185058839044320322e+01,7.612873108495005203e-02
3.130267334000000119e+02,3.194615326104284492e+01,7.933265512407200459e-02
3.119308166999999798e+02,3.205839072199627537e+01,8.504652394977682550e-02
3.109913634999999772e+02,3.215523378995700199e+01,8.926998606580562046e-02
3.100517882999999415e+02,3.225267641521937634e+01,9.483195455042303657e-02
3.089555053999999927e+02,3.236712026559666810e+01,1.016586111259772801e-01
3.080156860000000165e+02,3.246587902669346448e+01,1.084458334058603785e-01
3.070758056999999894e+02,3.256524875740153391e+01,1.214091165568370601e-01
3.059790955000000281e+02,3.268197124270536591e+01,1.342051991875962136e-01
3.050389708999999812e+02,3.278269648791291502e+01,1.491728514761272439e-01
3.039420165999999881e+02,3.290101221234050399e+01,1.704932118250668260e-01
3.030016479000000231e+02,3.300312083880253766e+01,1.934289134744174021e-01
3.020611572000000251e+02,3.310587859987182213e+01,2.305877430739590450e-01
3.009638062000000218e+02,3.322658669911518103e+01,2.717595003376097607e-01
3.000231322999999293e+02,3.333076327594891097e+01,3.213075428374794207e-01
2.989255066000000056e+02,3.345315063187719318e+01,3.856245012592443011e-01
2.979845885999999950e+02,3.355878250946565799e+01,4.447884224789175334e-01
2.970435486000000083e+02,3.366509741460851757e+01,5.407483411296244435e-01
2.959455566000000317e+02,3.378999879196023670e+01,6.394598691555336556e-01
2.950043334999999729e+02,3.389780713170438986e+01,7.258347742505747435e-01
2.940629882999999722e+02,3.400631972697667749e+01,7.973272706582429370e-01
2.929645995999999855e+02,3.413381689683165376e+01,8.859801758160017471e-01
2.920230407999999898e+02,3.424387326631796213e+01,9.636808237778359265e-01
2.909244080000000281e+02,3.437319016560480378e+01,9.911483007042306559e-01
2.899826049999999782e+02,3.448482711575061899e+01,1.000000000000000000e+00
2.890407410000000255e+02,3.459719887723370846e+01,9.819269471826992390e-01
2.879417419000000109e+02,3.472924743045044238e+01,9.510323032500354046e-01
2.869996338000000264e+02,3.484325003344306992e+01,9.091785136126966371e-01
2.860574341000000231e+02,3.495801474785024254e+01,8.759925565379345080e-01
2.849580687999999782e+02,3.509288240937152636e+01,8.319053426791430672e-01
2.840156250000000000e+02,3.520933047257523185e+01,8.007789447095152724e-01
2.830731200999999828e+02,3.532656154871696685e+01,7.678165285779644522e-01
2.819733886999999868e+02,3.546433954673397437e+01,7.239185464661171965e-01
2.810306701999999746e+02,3.558330481467855577e+01,6.955455790093857393e-01
2.799306945999999812e+02,3.572312787738140827e+01,6.569262809326114061e-01
2.789877319000000284e+02,3.584387002215705564e+01,6.268132032689822664e-01
2.780447083000000248e+02,3.596543901569371826e+01,5.978982394095547770e-01
2.769443665000000010e+02,3.610833513741107481e+01,5.586189813012931715e-01
2.760011291999999798e+02,3.623173582291271799e+01,5.357104855388882259e-01
2.750577698000000169e+02,3.635599898621732962e+01,5.111908375872654675e-01
2.739570922999999993e+02,3.650206649532321990e+01,4.859528111828776420e-01
2.730135498000000212e+02,3.662821866286725481e+01,4.680971729364676315e-01
2.720699157999999898e+02,3.675525818646944032e+01,4.470299274467455231e-01
2.709688720999999987e+02,3.690460798135344334e+01,4.354729167997877237e-01
2.700250244000000066e+02,3.703360465282861469e+01,4.242919188866567937e-01
2.689237671000000205e+02,3.718525925706475022e+01,4.144023595697522433e-01
2.679797057999999765e+02,3.731625859557907177e+01,4.071172035073108431e-01
2.670355529999999931e+02,3.744819701966801517e+01,3.969731715759999280e-01
2.659339600000000132e+02,3.760332076429801873e+01,3.912666795886419191e-01
2.649896239999999921e+02,3.773732665094841821e+01,3.854600411964964057e-01
2.640451659999999947e+02,3.787230855799874973e+01,3.824053101556173506e-01
2.629432373000000212e+02,3.803102183833955507e+01,3.802031815328666964e-01
2.619985962000000086e+02,3.816814343679295973e+01,3.804055607860662991e-01
2.610538634999999772e+02,3.830627084360313006e+01,3.814984948180324409e-01
2.599515685999999732e+02,3.846870420461852547e+01,3.831976724035979776e-01
2.590066527999999835e+02,3.860904687927769174e+01,3.854261623236708845e-01
2.580616454999999974e+02,3.875043104768546698e+01,3.890442170303831659e-01
2.569590453999999795e+02,3.891670746376457402e+01,3.964181934068579660e-01
2.560138244999999984e+02,3.906039066261439530e+01,4.004607776068515590e-01
2.550685425000000350e+02,3.920514816130256008e+01,4.040004439398463543e-01
2.539656066999999950e+02,3.937541043426649168e+01,4.091328822338681781e-01
2.530201262999999869e+02,3.952254765750625154e+01,4.110514613233894332e-01
2.520745543999999825e+02,3.967080304397435953e+01,4.108871668337668037e-01
2.509712829999999997e+02,3.984519615337823240e+01,4.079306945529238559e-01
2.500255279999999800e+02,3.999591593703183889e+01,4.050555911842996792e-01
