# wavenlength / nm,  wavenumber / cm-1,  norm. intensity for wavelength, norm. intensity for wavenumber
4.205000000000000000e+02,2.378121284185493423e+01,1.540516095373312780e-07,2.723944411129330251e-02
4.210000000000000000e+02,2.375296912114014347e+01,1.829393449745522735e-07,3.242435244263461996e-02
4.214999999999999432e+02,2.372479240806643119e+01,2.117559740093139135e-07,3.762104279343621988e-02
4.220000000000000000e+02,2.369668246445497672e+01,2.441246127801700649e-07,4.347468754234380672e-02
4.225000000000000000e+02,2.366863905325443795e+01,2.835993276393644690e-07,5.062425247942430734e-02
4.230000000000000000e+02,2.364066193853427933e+01,3.249309962192674470e-07,5.813957822251730051e-02
4.235000000000000000e+02,2.361275088547815670e+01,3.783545170833016376e-07,6.785873393655358909e-02
4.240000000000000000e+02,2.358490566037735903e+01,4.309518113310084412e-07,7.747479283384337001e-02
4.245000000000000000e+02,2.355712603062426425e+01,5.027065323588483132e-07,9.058784280769754949e-02
4.249999999999999432e+02,2.352941176470588402e+01,5.767863657244699412e-07,1.041820373089823587e-01
4.255000000000000000e+02,2.350176263219741557e+01,6.557604247573355924e-07,1.187255888424218059e-01
4.260000000000000000e+02,2.347417840375586806e+01,7.508967273272613100e-07,1.362697344884420680e-01
4.265000000000000000e+02,2.344665885111371750e+01,8.519792900375166792e-07,1.549769498112268662e-01
4.270000000000000000e+02,2.341920374707260066e+01,9.743529169251107795e-07,1.776527929900385272e-01
4.275000000000000000e+02,2.339181286549707650e+01,1.089771454769087629e-06,1.991625444306430737e-01
4.280000000000000000e+02,2.336448598130841248e+01,1.218506359866725137e-06,2.232108690258261807e-01
4.285000000000000000e+02,2.333722287047841348e+01,1.367770713012222067e-06,2.511394581002783788e-01
4.290000000000000000e+02,2.331002331002331118e+01,1.525849385000177838e-06,2.808188466648177117e-01
4.295000000000000000e+02,2.328288707799767110e+01,1.693776434621414338e-06,3.124513623387209504e-01
4.300000000000000000e+02,2.325581395348837077e+01,1.864248969200067011e-06,3.446996344050923811e-01
