DMSO1,,
Wavelength (nm),Abs,
799.9769287,0.0442590788,
799.0043335,0.0439052619,
798.0314331,0.04414243624,
797.0581055,0.0439857468,
795.9453125,0.04379375279,
794.9712524,0.04315837845,
793.9967651,0.043270953,
793.0219116,0.0438769944,
792.0466309,0.04326534644,
790.9316406,0.04406172037,
789.9556274,0.0443568863,
788.979187,0.04413475469,
788.0024414,0.04393112287,
787.0252686,0.04383638874,
786.0477905,0.04441939294,
784.9301758,0.04446601868,
783.9518433,0.044263836,
782.9731445,0.04463943094,
781.9940796,0.04510471597,
781.0147095,0.04455383494,
780.0349121,0.04540893063,
779.0547485,0.04474610835,
777.934082,0.04510256276,
776.953125,0.0456639491,
775.9718628,0.04541832581,
774.9901733,0.04628114402,
774.0081177,0.04677512124,
773.0256958,0.04681519419,
772.0429077,0.04661912099,
771.0598145,0.04631227627,
769.93573,0.04747780785,
768.9518433,0.04760262743,
767.9675293,0.04761822522,
766.9829102,0.04841802642,
765.9979248,0.04845877364,
765.0125122,0.04874252528,
764.0267944,0.04915810376,
763.0407104,0.04982592911,
762.0542603,0.05022845045,
761.0674438,0.05047387257,
759.939209,0.05161583051,
758.9516602,0.05221005157,
757.9637451,0.05302833393,
756.9754028,0.05291545019,
755.9867554,0.05313065276,
754.9977417,0.05392362177,
754.0084229,0.05449512601,
753.0186768,0.05497773737,
752.0286255,0.05666184798,
751.038147,0.05685719848,
750.0473633,0.05723484233,
749.0562134,0.05879734829,
748.0647583,0.05897323042,
746.9311523,0.06062135473,
745.9389038,0.06121751294,
744.9463501,0.06252694875,
743.9533691,0.06359384954,
742.960083,0.06481087208,
741.9664307,0.0657363534,
740.9724121,0.06753146648,
739.9780273,0.06880772114,
738.9833374,0.06988510489,
737.9882813,0.07083500177,
736.9929199,0.07188630104,
735.9971313,0.0732928291,
735.0010376,0.07381085306,
734.0046387,0.07410278916,
733.0078125,0.07437025756,
732.0106812,0.07516656816,
731.0131836,0.0753217414,
730.0153809,0.07572115958,
729.0172119,0.07614175975,
728.0186768,0.07666008174,
727.0198364,0.07678492367,
726.0206299,0.07719830424,
725.0210571,0.07778181881,
724.0211792,0.07782049477,
723.0209961,0.07839163393,
722.0203857,0.07891115546,
721.0194702,0.07919833809,
720.0182495,0.07975182682,
719.0166626,0.08030498773,
718.0147095,0.08046961576,
717.0124512,0.08099406213,
716.0098267,0.08111719787,
715.006897,0.08169772476,
714.0036011,0.08208960295,
713,0.08238174766,
711.9960327,0.08237473667,
710.9917603,0.0824451223,
709.9871216,0.08273822814,
708.9821777,0.08273224533,
707.9768677,0.08298496157,
706.9712524,0.08288920671,
705.965271,0.08300933987,
704.9589844,0.08290784806,
703.9523315,0.082836546,
702.9453735,0.08297358453,
701.9380493,0.08294600993,
700.9304199,0.08282276243,
700.0665283,0.082964845,
699.0582886,0.08271996677,
698.0496826,0.08268135786,
697.0407715,0.08255041391,
696.0315552,0.08243842423,
695.0220337,0.08258288354,
694.012146,0.08173958957,
693.0018921,0.08152329177,
691.991394,0.08157005161,
690.9805298,0.08138570935,
689.9692993,0.08091498911,
688.9577637,0.0806574598,
687.9459229,0.08019964397,
686.9337769,0.07988058776,
686.065979,0.07980141044,
685.0531616,0.0789424777,
684.0401001,0.07866467535,
683.0266724,0.07871171087,
682.0129395,0.07798681408,
680.9989014,0.07765036821,
679.9844971,0.07737375796,
678.9697876,0.07698815316,
677.9547729,0.07691976428,
676.9394531,0.07645139098,
676.0688477,0.07588920742,
675.0529175,0.07537202537,
674.0366821,0.07462986559,
673.0201416,0.07442804426,
672.0032349,0.07396624982,
670.9860229,0.07368430495,
669.9685059,0.07334508002,
668.9506226,0.07313025743,
667.9324951,0.07233408839,
667.0595093,0.07229923457,
666.0407715,0.07171674818,
665.0217285,0.07154185325,
664.0023804,0.07137694955,
662.982666,0.0707866475,
661.9627075,0.07068766654,
660.9423828,0.06997213513,
660.0675659,0.06975666434,
659.0466919,0.06943822652,
658.0255127,0.0690683648,
657.0039673,0.06875740737,
655.9821777,0.06839524955,
654.960022,0.06811901927,
653.9376221,0.06786266714,
653.0609741,0.06785331666,
652.0379639,0.06722550094,
651.0146484,0.06734924018,
649.9910278,0.06677458435,
648.9671021,0.06619475782,
647.9428711,0.06602427363,
647.0646973,0.06611032039,
646.039917,0.06551668048,
645.0147705,0.06555428356,
643.9893799,0.06535368413,
642.9636841,0.0651685223,
641.9376221,0.06480441242,
641.0579224,0.06429281831,
640.0313721,0.06442433596,
639.0044556,0.06411221623,
637.9772949,0.06373487413,
636.9498291,0.06349038333,
636.0688477,0.0634329468,
635.0408325,0.06328154355,
634.0124512,0.06331280619,
632.9838257,0.0637672767,
631.954895,0.06290686876,
631.0726929,0.06290611625,
630.0432129,0.06289789081,
629.0133667,0.06296153367,
627.9832764,0.06281274557,
626.9528809,0.06221463531,
626.069458,0.06229323521,
625.0385742,0.06262118369,
624.0073242,0.06204418093,
622.975769,0.06162650511,
621.9439697,0.0615885295,
621.0593262,0.06143314391,
620.0269165,0.0607897006,
618.9942627,0.06079020724,
617.9613647,0.06081298739,
616.9281006,0.06053635851,
616.0422363,0.06010116264,
615.0084229,0.06020783633,
613.9743652,0.05992761254,
612.9400024,0.05972312763,
612.0531616,0.05967646465,
611.0183105,0.0592957139,
609.9830933,0.05926209688,
608.9476318,0.05909425393,
608.0598145,0.05903232843,
607.0238037,0.05861973017,
605.9875488,0.05873804539,
604.9509277,0.05857452005,
604.0622559,0.05853888392,
603.0251465,0.0585787259,
601.9877319,0.05834955722,
600.9500122,0.05851222575,
600.0603638,0.05816460401,
599.0221558,0.05823451281,
597.9837036,0.05789610371,
596.9448853,0.05790773034,
596.0543213,0.05814794078,
595.0150146,0.05791231245,
593.9754639,0.05790420994,
592.9356079,0.05775705352,
592.0440674,0.05759800971,
591.0036621,0.05786889419,
589.9630127,0.05790080875,
589.0708008,0.05809056014,
588.0296631,0.05792911351,
586.9882202,0.05794866756,
585.9464722,0.05793053657,
585.0533447,0.05771994963,
584.0111084,0.05775720254,
582.9686279,0.05810165778,
581.9258423,0.0578424558,
581.0317993,0.05794653669,
579.9884644,0.0579576008,
578.9448853,0.05790805444,
578.0502319,0.05807588622,
577.0061035,0.05785233155,
575.961792,0.05767566338,
575.0664063,0.05797614902,
574.0215454,0.05781187862,
572.9764404,0.05797345564,
571.9310303,0.05798330903,
571.034729,0.05794393644,
569.9888916,0.05781385675,
568.942688,0.05778275058,
568.0457764,0.0580175966,
566.9990845,0.05786108598,
565.9521484,0.05786082149,
565.0545654,0.0577881299,
564.0071411,0.05789962411,
562.9594727,0.05805931613,
562.0612183,0.05809677392,
561.0130615,0.05812755227,
559.9645996,0.05810736865,
559.0657349,0.05833824724,
558.0167847,0.05823942646,
556.9675903,0.05835873634,
556.0680542,0.05864752084,
555.0183716,0.05874142423,
553.9683838,0.05874243006,
553.0682373,0.05889409781,
552.0177612,0.05893631652,
550.9671021,0.05931939557,
550.0662842,0.05937592685,
549.0150757,0.05948076397,
547.963623,0.05962761492,
547.0621948,0.05969838426,
546.0103149,0.06001804769,
544.9581299,0.06038241833,
544.0560303,0.06033544987,
543.0033569,0.060844969,
541.9504395,0.06100350991,
541.0477905,0.06160224974,
539.9943848,0.06155321002,
538.9407349,0.06177933514,
538.0374146,0.06217613071,
536.9832764,0.06242002919,
535.9289551,0.06290516257,
535.0249634,0.06307331473,
533.9701538,0.06364551932,
533.0657959,0.06408758461,
532.010498,0.06431115419,
530.9549561,0.06455256045,
530.0499878,0.06485854089,
528.9939575,0.06531541049,
527.9376831,0.06576689333,
527.0321045,0.0661021471,
525.9754028,0.0665082857,
525.069458,0.06665360928,
524.012207,0.06719655544,
522.9547729,0.06723961234,
522.0482178,0.06758251041,
520.9903564,0.068163082,
519.9321899,0.06843625009,
519.0250244,0.06851859391,
517.9664307,0.06890703738,
517.0588379,0.06923021376,
515.9998169,0.06913626194,
514.9404907,0.06944645941,
514.0323486,0.06957769394,
