Chloroform,,
Wavelength (nm),Abs,
799.9769287,0.03540763259,
799.0043335,0.03493794054,
798.0314331,0.03464694694,
797.0581055,0.03445211425,
795.9453125,0.03421602771,
794.9712524,0.03399143368,
793.9967651,0.03370591253,
793.0219116,0.03455737978,
792.0466309,0.03453420103,
790.9316406,0.03418155015,
789.9556274,0.0349512957,
788.979187,0.03488343582,
788.0024414,0.03452862427,
787.0252686,0.03467882425,
786.0477905,0.0352813527,
784.9301758,0.03547220305,
783.9518433,0.03522006422,
782.9731445,0.03523247316,
781.9940796,0.03565425798,
781.0147095,0.03580184281,
780.0349121,0.036615327,
779.0547485,0.0364234969,
777.934082,0.03718713298,
776.953125,0.03755253553,
775.9718628,0.03782967106,
774.9901733,0.03869742155,
774.0081177,0.03907310218,
773.0256958,0.03964540362,
772.0429077,0.0393881686,
771.0598145,0.03964432701,
769.93573,0.04077191651,
768.9518433,0.04131178185,
767.9675293,0.04153430089,
766.9829102,0.04231157899,
765.9979248,0.04340678453,
765.0125122,0.04350883886,
764.0267944,0.04364803806,
763.0407104,0.04533234611,
762.0542603,0.04576716572,
761.0674438,0.04673323408,
759.939209,0.04828553647,
758.9516602,0.04863648489,
757.9637451,0.04999583215,
756.9754028,0.05063981563,
755.9867554,0.05183826387,
754.9977417,0.05310745537,
754.0084229,0.05467805266,
753.0186768,0.05528024584,
752.0286255,0.0567990467,
751.038147,0.05787980929,
750.0473633,0.05954064429,
749.0562134,0.06188278273,
748.0647583,0.06254318357,
746.9311523,0.06446258724,
745.9389038,0.0657382533,
744.9463501,0.0685961917,
743.9533691,0.07033332437,
742.960083,0.07197351754,
741.9664307,0.07410785556,
740.9724121,0.07555095851,
739.9780273,0.07873023301,
738.9833374,0.08050566167,
737.9882813,0.0828345716,
736.9929199,0.08490894735,
735.9971313,0.08774269372,
735.0010376,0.08953137696,
734.0046387,0.09134624153,
733.0078125,0.09344200045,
732.0106812,0.09563631564,
731.0131836,0.09808666259,
730.0153809,0.1004011333,
729.0172119,0.1023331881,
728.0186768,0.1045169532,
727.0198364,0.1071220413,
726.0206299,0.109160006,
725.0210571,0.1111474559,
724.0211792,0.1131150201,
723.0209961,0.1153032854,
722.0203857,0.1173537448,
721.0194702,0.1183672845,
720.0182495,0.1199192628,
719.0166626,0.1213221699,
718.0147095,0.1221764609,
717.0124512,0.1235277951,
716.0098267,0.1239411309,
715.006897,0.1252162606,
714.0036011,0.1258439571,
713,0.1265766025,
711.9960327,0.1268498302,
710.9917603,0.1269592196,
709.9871216,0.1276067793,
708.9821777,0.1279313266,
707.9768677,0.1278258711,
706.9712524,0.1276022643,
705.965271,0.1273550838,
704.9589844,0.1271043271,
703.9523315,0.1264343411,
702.9453735,0.126370132,
701.9380493,0.1258435547,
700.9304199,0.1251973957,
700.0665283,0.1247537062,
699.0582886,0.1234602705,
698.0496826,0.1231221333,
697.0407715,0.1222191676,
696.0315552,0.1213068739,
695.0220337,0.1207389683,
694.012146,0.1194171011,
693.0018921,0.1182570085,
691.991394,0.1172758788,
690.9805298,0.1165439188,
689.9692993,0.1150567234,
688.9577637,0.1143249199,
687.9459229,0.1125453785,
686.9337769,0.1116159782,
686.065979,0.110999696,
685.0531616,0.1090423316,
684.0401001,0.1078011841,
683.0266724,0.1068894863,
682.0129395,0.1055261865,
680.9989014,0.1042599827,
679.9844971,0.1030965373,
678.9697876,0.1019455642,
677.9547729,0.1007041335,
676.9394531,0.09970704466,
676.0688477,0.09786479175,
675.0529175,0.09707842767,
674.0366821,0.095119901,
673.0201416,0.09444246441,
672.0032349,0.09300145507,
670.9860229,0.09181392193,
669.9685059,0.09017194808,
668.9506226,0.08936022967,
667.9324951,0.08765912801,
667.0595093,0.08730463684,
666.0407715,0.08585683256,
665.0217285,0.08481034636,
664.0023804,0.08414976299,
662.982666,0.08296763152,
661.9627075,0.08186093718,
660.9423828,0.08056960255,
660.0675659,0.07978545129,
659.0466919,0.07867611945,
658.0255127,0.07800639421,
657.0039673,0.07641094923,
655.9821777,0.07590147108,
654.960022,0.07494019717,
653.9376221,0.07412213087,
653.0609741,0.07347136736,
652.0379639,0.07227471471,
651.0146484,0.07196203619,
649.9910278,0.07106463611,
648.9671021,0.06999202073,
647.9428711,0.06942680478,
647.0646973,0.06865531206,
646.039917,0.06793576479,
645.0147705,0.06742681563,
643.9893799,0.06670102477,
642.9636841,0.06597406417,
641.9376221,0.06530343741,
641.0579224,0.06481195986,
640.0313721,0.06434165686,
639.0044556,0.06316842139,
637.9772949,0.06273984909,
636.9498291,0.06217690557,
636.0688477,0.06153403223,
635.0408325,0.06111690402,
634.0124512,0.06030838564,
632.9838257,0.0603280738,
631.954895,0.05933248252,
631.0726929,0.05888001993,
630.0432129,0.05864349008,
629.0133667,0.05798736215,
627.9832764,0.05736442283,
626.9528809,0.05672146007,
626.069458,0.05622544885,
625.0385742,0.05636987463,
624.0073242,0.05538280308,
622.975769,0.05496807024,
621.9439697,0.05436155945,
621.0593262,0.05399912596,
620.0269165,0.05316228047,
618.9942627,0.05304149538,
617.9613647,0.05232710019,
616.9281006,0.05199579895,
616.0422363,0.05148419738,
615.0084229,0.05109844357,
613.9743652,0.05049768835,
612.9400024,0.05023827404,
612.0531616,0.05023211241,
611.0183105,0.0492618084,
609.9830933,0.04893793538,
608.9476318,0.04830329865,
608.0598145,0.04828270152,
607.0238037,0.04779544473,
605.9875488,0.0473975949,
604.9509277,0.04693803936,
604.0622559,0.04654036462,
603.0251465,0.04648481682,
601.9877319,0.04611596838,
600.9500122,0.04597568884,
600.0603638,0.04556860402,
599.0221558,0.04538749158,
597.9837036,0.04497782513,
596.9448853,0.04453986511,
596.0543213,0.04448609054,
595.0150146,0.04443306848,
593.9754639,0.04405409843,
592.9356079,0.04357322305,
592.0440674,0.04352143034,
591.0036621,0.0436191,
589.9630127,0.04326025769,
589.0708008,0.04328748211,
588.0296631,0.0434015803,
586.9882202,0.04324552789,
585.9464722,0.0429720059,
585.0533447,0.04281533882,
584.0111084,0.04271639138,
582.9686279,0.04286542162,
581.9258423,0.04287276417,
581.0317993,0.04269711301,
579.9884644,0.04255959019,
578.9448853,0.04264387861,
578.0502319,0.04271893203,
577.0061035,0.04274852574,
575.961792,0.04237184674,
575.0664063,0.04264776409,
574.0215454,0.04260595888,
572.9764404,0.04267392308,
571.9310303,0.04219916463,
571.034729,0.04256367311,
569.9888916,0.04238066822,
568.942688,0.04229913652,
568.0457764,0.04241565615,
566.9990845,0.04242601991,
565.9521484,0.04223887622,
565.0545654,0.04243763536,
564.0071411,0.04228946567,
562.9594727,0.04233885929,
562.0612183,0.04252723977,
561.0130615,0.04251148179,
559.9645996,0.04204525799,
559.0657349,0.04244254529,
558.0167847,0.04250306264,
556.9675903,0.04215888679,
556.0680542,0.04237787053,
555.0183716,0.0420871824,
553.9683838,0.04248907417,
553.0682373,0.04239947349,
552.0177612,0.04267449304,
550.9671021,0.04268728942,
550.0662842,0.04286925122,
549.0150757,0.04305363446,
547.963623,0.0430544056,
547.0621948,0.04302196577,
546.0103149,0.04341236502,
544.9581299,0.04382616654,
544.0560303,0.04390188307,
543.0033569,0.04452842101,
541.9504395,0.04470008239,
541.0477905,0.04500165582,
539.9943848,0.0453289859,
538.9407349,0.04603223875,
538.0374146,0.04642679542,
536.9832764,0.04669852555,
535.9289551,0.04735948518,
535.0249634,0.04796432704,
533.9701538,0.04861807078,
533.0657959,0.04901391268,
532.010498,0.04987508431,
530.9549561,0.05039671063,
530.0499878,0.05109127983,
528.9939575,0.05125897378,
527.9376831,0.05205176771,
527.0321045,0.05285998806,
525.9754028,0.05327475816,
525.069458,0.05370568484,
