0	99	37.1016	4.59802	26.2176	5.40502
1	99	36.6343	4.04434	24.7985	5.91202
2	99	39.4831	5.40014	26.7055	5.6126
3	99	39.6613	4.56382	25.9219	6.0274
4	99	39.607	4.57922	27.2779	6.05154
5	99	39.9963	4.64219	26.4317	5.65526
6	99	42.0942	4.70172	28.3794	6.55177
7	99	42.3483	5.09712	28.204	5.21916
8	99	43.2902	5.35597	28.633	5.82417
9	99	44.8528	4.75169	27.5293	5.5432
10	99	46.412	5.55863	29.2188	5.92212
11	99	47.6169	5.01372	27.7781	6.23201
12	99	49.1345	4.76909	29.8305	6.29522
13	99	51.8396	5.0852	27.9122	5.72587
14	99	52.7795	4.56339	30.3798	5.93374
15	99	55.721	5.01812	29.8507	6.30833
16	99	56.7322	4.34088	30.4076	5.94697
17	99	58.3491	4.53676	29.6096	6.20273
18	99	60.0783	4.95636	30.6914	5.88359
19	99	63.0554	5.25079	30.9038	6.16084
20	99	65.1219	4.91451	30.2593	5.99405
21	99	66.6593	5.01106	28.9659	5.5675
22	99	67.9377	4.94005	29.6134	5.67893
23	99	71.3046	4.92969	30.0281	6.09228
24	99	75.0749	4.6376	29.5635	5.8151
25	99	80.7552	5.02762	30.4394	5.3564
26	99	83.5292	5.63727	31.0437	5.25837
27	99	84.566	4.72231	30.9937	5.07913
28	99	89.7881	5.21347	30.6157	6.00039
29	99	93.4161	5.42241	30.7844	6.00125
30	99	97.1357	5.50524	31.4678	5.80358
31	99	96.0127	4.89609	31.1084	6.18731
32	99	96.5818	5.91149	31.8033	6.12374
33	99	98.5939	6.28295	31.5763	5.97519
34	99	101.325	5.25316	32.4932	5.47167
35	99	104.53	5.02382	32.7673	4.63288
36	99	108.006	4.89889	32.5707	5.50026
37	99	109.766	4.90141	33.3304	6.24552
38	99	112.561	4.82698	33.1958	5.80689
39	99	115.113	5.79239	33.1464	6.07701
40	99	121.343	5.54228	33.5655	5.49982
41	99	128.204	5.63804	34.946	5.7279
42	99	136.834	5.24635	35.0789	6.01122
43	99	143.023	5.42858	32.5852	6.48771
44	99	153.23	5.28895	34.7801	6.16898
45	99	164.284	5.59591	35.0722	5.07366
46	99	179.798	5.70243	36.3457	5.65864
47	99	196.482	5.96464	35.8263	6.45048
48	99	218.396	6.10813	37.3162	5.12953
49	99	241.212	5.91193	36.0722	5.95024
50	99	265.015	5.76591	38.0583	5.45704
51	99	292.894	6.12923	37.2624	5.89311
52	99	325.663	6.95612	37.5909	6.18186
53	99	368.11	7.01591	39.1531	6.53314
54	99	417.978	7.99811	38.9612	5.02633
55	99	477.772	7.19688	38.6498	5.41822
56	99	535.136	8.29571	39.2124	5.49154
57	99	596.063	7.65344	39.8684	6.38034
58	99	653.453	8.66732	41.363	5.52819
59	99	714.229	8.63916	42.1307	6.67862
60	99	786.536	9.54121	42.2988	4.63387
61	99	876.785	10.5493	42.7278	5.68998
62	99	985.275	10.0965	44.3038	5.55909
63	99	1118.37	11.4792	44.2233	5.41751
64	99	1263.39	13.4251	46.6443	5.7197
65	99	1421.99	13.9089	46.4292	6.94495
66	99	1575.41	14.5145	49.0015	5.42896
67	99	1724.39	16.4603	50.0548	5.87044
68	99	1874.76	16.8836	52.5546	6.03938
69	99	2031.09	17.156	53.9991	6.21134
70	99	2210.67	18.8701	59.1755	5.62591
71	99	2415.23	21.6613	63.5162	6.60675
72	99	2639.21	23.5044	72.2287	5.76724
73	99	2865.73	21.6909	79.6657	5.63613
74	99	3085.05	23.7357	92.1746	5.83988
75	99	3297.37	24.8417	107.999	6.55335
76	99	3493.37	24.3585	128.439	6.37207
77	99	3709.42	28.3455	154.234	6.90059
78	99	3950.16	29.4612	187.724	6.19218
79	99	4241.81	31.716	227.316	7.50852
80	99	4581.33	33.5709	275.64	6.75324
81	99	4958.2	32.58	331.622	8.05763
82	99	5326.12	32.3019	396.136	7.73939
83	99	5636.07	37.3064	467.036	8.34102
84	99	5876.76	37.4443	549.954	8.94354
85	99	6047.37	38.0434	643.123	8.74326
86	99	6198.43	37.5621	753.909	9.37681
87	99	6376.18	33.5963	880.674	10.8082
88	99	6607	39.1063	1021.85	13.4766
89	99	6936.17	43.7964	1174.47	11.6422
90	99	7341.99	49.6453	1330.2	12.982
91	99	7787.2	49.5307	1477.13	11.6925
