Wavelength,S1 / R1,S1/R1c,S1c / R1,S1c / R1c,S1,R1
nm,Undefined / MicroAmps, ,Undefined / MicroAmps,Undefined / MicroAmps,CPS,MicroAmps
435,5869.94419240097,4845.67966631631,5860.53730401176,4837.91421467029,64108,10.9213940484041
435.5,6051.59613274783,4995.63460367759,6051.842795014,4995.83822509007,66088.5,10.9208112542069
436,6258.33713438409,5166.30073524312,6268.88635623579,5175.00919108985,68321.5,10.9168874748576
436.5,6473.94577184423,5344.28716171977,6495.50701001332,5362.08611345628,70700,10.9207243004704
437,6616.95355259216,5462.34107715432,6649.81190358708,5489.46587392682,72315.5,10.9288101709397
437.5,6735.91237111111,5560.54240737694,6780.34485758795,5597.22173331047,73526.5,10.9156734733766
438,6868.50416816964,5669.99785599238,6925.02751988011,5716.65827508291,75025.5,10.9229976800173
438.5,6980.84097218749,5762.73266728973,7049.66400514019,5819.54655860148,76206,10.9163559898652
439,7083.83697457404,5847.75658201834,7165.21358847409,5914.93354151986,77344.5,10.9184166649415
439.5,7125.73774388354,5882.34595786093,7219.15420794559,5959.46189722381,77765.5,10.9133540824765
440,7181.37649275588,5928.27613116973,7287.18377724428,6015.6207787828,78386.5,10.9153079643385
440.5,7195.46116978217,5939.90312979798,7314.84285647361,6038.45354063155,78531.5,10.9140068260155
441,7216.43543769336,5957.21753351322,7349.5767213154,6067.12658710009,78766,10.9147246177731
441.5,7171.11741741452,5919.80719328083,7316.70488312259,6039.99065655214,78296,10.9182154320287
442,7165.49207019458,5915.1634301127,7324.26215774501,6046.22923919796,78215.5,10.9157460869029
442.5,7115.99659116486,5874.30456869125,7286.84732074101,6015.34303160445,77712,10.9208266137042
443,7076.78424949359,5841.93450852082,7259.80236249791,5993.01723089162,77279,10.9201048516096
443.5,6991.99048790915,5771.93666989194,7185.73637119689,5931.87524107891,76383,10.9243677331362
444,6891.89182935699,5689.30453260524,7095.58215706592,5857.45231167309,75250.5,10.9187419884322
444.5,6818.07999457178,5628.3723507601,7032.19143529233,5805.12283093816,74455.5,10.9203078881113
445,6713.6740910518,5542.1845528616,6936.89082411619,5726.45151505725,73310.5,10.9196414360761
445.5,6598.20852123545,5446.86692368498,6840.59195254401,5646.95612829179,72059.5,10.9211367546995
446,6488.49338775399,5356.29631960896,6749.46872675554,5571.73327303808,70846.5,10.9187933739309
446.5,6345.31415746931,5238.10087139202,6622.62478423397,5467.02271823112,69291,10.9201014702619
447,6214.7496198845,5130.31893954065,6507.99696084534,5372.39665454428,67855.5,10.9185262932389
447.5,6086.68224913385,5024.5984362404,6395.08245429769,5279.18494579952,66475,10.9213632622709
448,5994.19913840122,4948.25298652812,6318.81215915763,5216.22328787054,65469.5,10.9220957482426
448.5,5875.40748821759,4850.18965492641,6214.04289422503,5129.73553260431,64142.5,10.9170549461734
449,5729.50337874568,4729.74480003064,6079.65020213771,5018.79343264498,62556.5,10.9182726463849
449.5,5627.02371647575,4645.14712765154,5990.50615287893,4945.20440135137,61450,10.9204938195103
