# time delay / ns, fit / counts
5.741156999999999400e+00,1.667775308821266663e+03
5.753372000000000597e+00,1.660905756509095227e+03
5.765587999999999269e+00,1.654064148535065669e+03
5.777803000000000466e+00,1.647251486731283876e+03
5.790017999999999887e+00,1.640467092104416906e+03
5.802232999999999308e+00,1.633710847367958877e+03
5.814448999999999756e+00,1.626982086050928501e+03
5.826663999999999177e+00,1.620281793461043208e+03
5.838879000000000374e+00,1.613609301804400729e+03
5.851093999999999795e+00,1.606964495729039982e+03
5.863308999999999216e+00,1.600347260361620783e+03
5.875524999999999665e+00,1.593756942943764216e+03
5.887739999999999085e+00,1.587194508510536252e+03
5.899955000000000283e+00,1.580659303007856579e+03
5.912169999999999703e+00,1.574151213457126687e+03
5.924386000000000152e+00,1.567669597866675758e+03
5.936600999999999573e+00,1.561215405354116911e+03
5.948816000000000770e+00,1.554787992653448327e+03
5.961031000000000191e+00,1.548387248649560433e+03
5.973245999999999611e+00,1.542013062688380614e+03
5.985462000000000060e+00,1.535664805987182945e+03
5.997676999999999481e+00,1.529343408135536947e+03
6.009892000000000678e+00,1.523048239102604384e+03
6.022107000000000099e+00,1.516779190059462053e+03
6.034323000000000548e+00,1.510535642594635192e+03
6.046537999999999968e+00,1.504318510964881398e+03
6.058752999999999389e+00,1.498127175531201829e+03
6.070968000000000586e+00,1.491961529259713188e+03
6.083183999999999259e+00,1.485820963939128660e+03
6.095399000000000456e+00,1.479706378746294604e+03
6.107613999999999876e+00,1.473617164262646611e+03
6.119828999999999297e+00,1.467553215219737467e+03
6.132044000000000494e+00,1.461514426785900469e+03
6.144259999999999167e+00,1.455500203263763069e+03
6.156475000000000364e+00,1.449511425329656959e+03
6.168689999999999785e+00,1.443547496103770754e+03
6.180904999999999205e+00,1.437608312483550435e+03
6.193120999999999654e+00,1.431693288597155515e+03
6.205335999999999075e+00,1.425803290594894634e+03
6.217551000000000272e+00,1.419937731441990536e+03
6.229765999999999693e+00,1.414096509736482858e+03
6.241982000000000141e+00,1.408279049270001451e+03
6.254196999999999562e+00,1.402486201906421911e+03
6.266412000000000759e+00,1.396717390293621293e+03
6.278627000000000180e+00,1.390972514702180206e+03
6.290841999999999601e+00,1.385251475816473885e+03
6.303058000000000050e+00,1.379553709283589342e+03
6.315272999999999470e+00,1.373880049440349694e+03
6.327488000000000667e+00,1.368229930813620058e+03
6.339703000000000088e+00,1.362603255725907957e+03
6.351919000000000537e+00,1.356999469132833383e+03
6.364133999999999958e+00,1.351419391609523700e+03
6.376348999999999378e+00,1.345862467009857028e+03
6.388564000000000576e+00,1.340328599267447089e+03
6.400778999999999996e+00,1.334817692714510713e+03
6.412995000000000445e+00,1.329329203726676042e+03
6.425209999999999866e+00,1.323863935995781731e+03
6.437424999999999287e+00,1.318421344818382295e+03
6.449640000000000484e+00,1.313001336104651728e+03
6.461855999999999156e+00,1.307603375196855040e+03
6.474071000000000353e+00,1.302228252530597274e+03
6.486285999999999774e+00,1.296875432386865896e+03
6.498500999999999195e+00,1.291544822227771192e+03
6.510716999999999643e+00,1.286235896214309832e+03
6.522932000000000841e+00,1.280949431744509866e+03
6.535147000000000261e+00,1.275684901935600237e+03
6.547361999999999682e+00,1.270442215776024341e+03
6.559576999999999103e+00,1.265221282631855729e+03
6.571792999999999552e+00,1.260021587483199937e+03
6.584008000000000749e+00,1.254843891733163446e+03
6.596223000000000170e+00,1.249687679339558372e+03
6.608437999999999590e+00,1.244552861163387206e+03
6.620654000000000039e+00,1.239438930679584018e+03
6.632868999999999460e+00,1.234346636732541128e+03
6.645084000000000657e+00,1.229275471791757127e+03
6.657299000000000078e+00,1.224225348188511589e+03
6.669513999999999498e+00,1.219196178617836267e+03
6.681729999999999947e+00,1.214187466976391761e+03
6.693944999999999368e+00,1.209199946701136241e+03
6.706160000000000565e+00,1.204233120703982422e+03
6.718374999999999986e+00,1.199286903119987983e+03
6.730591000000000435e+00,1.194360806028625120e+03
6.742805999999999855e+00,1.189455550769418778e+03
6.755020999999999276e+00,1.184570648453336617e+03
6.767236000000000473e+00,1.179706014631706012e+03
6.779451999999999146e+00,1.174861169431847657e+03
6.791667000000000343e+00,1.170036822295384809e+03
6.803881999999999763e+00,1.165232492397107762e+03
6.816096999999999184e+00,1.160448096681253901e+03
6.828312000000000381e+00,1.155683552436677701e+03
6.840528000000000830e+00,1.150938389664053375e+03
6.852743000000000251e+00,1.146213303208282696e+03
6.864957999999999672e+00,1.141507822137107496e+03
6.877172999999999092e+00,1.136821865103633399e+03
6.889388999999999541e+00,1.132154969860783012e+03
6.901604000000000738e+00,1.127507819792567716e+03
6.913819000000000159e+00,1.122879951734366841e+03
6.926033999999999580e+00,1.118271285681036716e+03
6.938250000000000028e+00,1.113681367009881342e+03
6.950464999999999449e+00,1.109110867833060183e+03
6.962680000000000646e+00,1.104559332625467505e+03
6.974895000000000067e+00,1.100026682701578920e+03
6.987109999999999488e+00,1.095512839702352494e+03
6.999325999999999937e+00,1.091017358358928959e+03
7.011540999999999357e+00,1.086540896954797290e+03
7.023756000000000554e+00,1.082083009337255362e+03
7.035970999999999975e+00,1.077643618439729835e+03
7.048187000000000424e+00,1.073222286337703736e+03
7.060401999999999845e+00,1.068819660456823158e+03
7.072616999999999265e+00,1.064435302003307470e+03
7.084832000000000463e+00,1.060069135181730189e+03
7.097046999999999883e+00,1.055721084511157642e+03
7.109263000000000332e+00,1.051390721077346825e+03
7.121477999999999753e+00,1.047078678985195893e+03
7.133692999999999174e+00,1.042784528469082261e+03
7.145908000000000371e+00,1.038508195293067047e+03
7.158124000000000819e+00,1.034249257617491594e+03
7.170339000000000240e+00,1.030008339088221192e+03
7.182553999999999661e+00,1.025785017028259517e+03
7.194768999999999082e+00,1.021579218426128250e+03
7.206984999999999530e+00,1.017390528400065477e+03
7.219200000000000728e+00,1.013219560309412145e+03
7.231415000000000148e+00,1.009065898448881853e+03
7.243629999999999569e+00,1.004929471011258443e+03
7.255845000000000766e+00,1.000810206487270875e+03
7.268060999999999439e+00,9.967076985313278783e+02
7.280276000000000636e+00,9.926225478829339863e+02
7.292491000000000057e+00,9.885543473899163018e+02
7.304705999999999477e+00,9.845030267224898353e+02
7.316921999999999926e+00,9.804681862373948888e+02
7.329136999999999347e+00,9.764504167654387174e+02
7.341352000000000544e+00,9.724493178700837461e+02
7.353566999999999965e+00,9.684648203815775105e+02
7.365781999999999385e+00,9.644968554171663300e+02
7.377997999999999834e+00,9.605450315562291053e+02
7.390212999999999255e+00,9.566099274732611093e+02
7.402428000000000452e+00,9.526911509706845891e+02
7.414642999999999873e+00,9.487886343019114292e+02
7.426859000000000322e+00,9.449019925024797431e+02
7.439073999999999742e+00,9.410317947021271721e+02
7.451288999999999163e+00,9.371776551722520026e+02
7.463504000000000360e+00,9.333395072836874533e+02
7.475720000000000809e+00,9.295169724216430041e+02
7.487935000000000230e+00,9.257106103285333347e+02
7.500149999999999650e+00,9.219200416380288061e+02
7.512364999999999071e+00,9.181452008199576085e+02
7.524580000000000268e+00,9.143860226160444427e+02
7.536796000000000717e+00,9.106421362014773422e+02
7.549011000000000138e+00,9.069140898020011718e+02
7.561225999999999559e+00,9.032015118567283025e+02
7.573441000000000756e+00,8.995043381837656398e+02
7.585656999999999428e+00,8.958222040747501751e+02
7.597872000000000625e+00,8.921556487128943900e+02
7.610087000000000046e+00,8.885043066659027318e+02
7.622301999999999467e+00,8.848681148105081320e+02
7.634517000000000664e+00,8.812470102853561684e+02
7.646732999999999336e+00,8.776406358859389911e+02
7.658948000000000533e+00,8.740495197018035469e+02
7.671162999999999954e+00,8.704733038194038954e+02
7.683377999999999375e+00,8.669119264142307202e+02
7.695593999999999824e+00,8.633650361735675460e+02
7.707808999999999244e+00,8.598331524765636686e+02
7.720024000000000441e+00,8.563159233131583505e+02
7.732238999999999862e+00,8.528132878785886533e+02
7.744455000000000311e+00,8.493249006547484896e+02
7.756669999999999732e+00,8.458512724540597674e+02
7.768884999999999152e+00,8.423920570725755397e+02
7.781100000000000350e+00,8.389471947084557542e+02
7.793314999999999770e+00,8.355166258079924546e+02
7.805531000000000219e+00,8.321000119620956639e+02
7.817745999999999640e+00,8.286978534732492108e+02
7.829961000000000837e+00,8.253098112606335235e+02
7.842176000000000258e+00,8.219358267528293709e+02
7.854392000000000706e+00,8.185755671225253991e+02
7.866607000000000127e+00,8.152295244201293372e+02
7.878821999999999548e+00,8.118973651576802695e+02
7.891037000000000745e+00,8.085790317298439049e+02
7.903252999999999417e+00,8.052741967990219791e+02
7.915468000000000615e+00,8.019833442996564372e+02
7.927683000000000035e+00,7.987061462443946311e+02
7.939897999999999456e+00,7.954425459780560459e+02
7.952113000000000653e+00,7.921924870805328283e+02
7.964328999999999326e+00,7.889556489491800448e+02
7.976544000000000523e+00,7.857325055615145857e+02
7.988758999999999943e+00,7.825227356785062511e+02
8.000973999999999364e+00,7.793262838106510344e+02
8.013189999999999813e+00,7.761428346433774550e+02
8.025404999999999234e+00,7.729728543363377185e+02
8.037620000000000431e+00,7.698160269490713290e+02
8.049834999999999852e+00,7.666722979073291526e+02
8.062049999999999272e+00,7.635416128633004291e+02
8.074265999999999721e+00,7.604236629899942272e+02
8.086480999999999142e+00,7.573189048558525656e+02
8.098696000000000339e+00,7.542270290208739425e+02
8.110910999999999760e+00,7.511479820336703597e+02
8.123127000000000209e+00,7.480814601610959471e+02
8.135341999999999629e+00,7.450279124408746156e+02
8.147557000000000826e+00,7.419870345369611186e+02
8.159772000000000247e+00,7.389587738796042231e+02
8.171988000000000696e+00,7.359428317454845683e+02
8.184203000000000117e+00,7.329396497658210592e+02
8.196417999999999537e+00,7.299489286243390325e+02
8.208633000000000735e+00,7.269706166183813139e+02
8.220848000000000155e+00,7.240046622598165413e+02
8.233064000000000604e+00,7.210507729715413916e+02
8.245279000000000025e+00,7.181093812982364852e+02
8.257493999999999446e+00,7.151801940820436130e+02
8.269709000000000643e+00,7.122631606840843688e+02
8.281924999999999315e+00,7.093579933530737662e+02
8.294140000000000512e+00,7.064651174992249025e+02
8.306354999999999933e+00,7.035842448000763625e+02
8.318569999999999354e+00,7.007153254519968186e+02
8.330785000000000551e+00,6.978583098579998705e+02
8.343000999999999223e+00,6.950129161872675922e+02
8.355216000000000420e+00,6.921795610972210397e+02
8.367430999999999841e+00,6.893579621976180078e+02
8.379645999999999262e+00,6.865480707095338175e+02
8.391861999999999711e+00,6.837496094507149564e+02
8.404077000000000908e+00,6.809629882061647095e+02
8.416291999999998552e+00,6.781879292434341551e+02
8.428506999999999749e+00,6.754243845881650259e+02
8.440722999999998422e+00,6.726720816299975922e+02
8.452937999999999619e+00,6.699314233948693982e+02
8.465153000000000816e+00,6.672021367312977418e+02
8.477367999999998460e+00,6.644841744562244230e+02
8.489582999999999657e+00,6.617774895823609995e+02
8.501798999999998330e+00,6.590818151082910390e+02
8.514013999999999527e+00,6.563975457677152008e+02
8.526229000000000724e+00,6.537244140292280008e+02
8.538443999999998368e+00,6.510623736805598583e+02
8.550660000000000593e+00,6.484111621242583396e+02
8.562874999999998238e+00,6.457711675832217679e+02
8.575089999999999435e+00,6.431421269387511757e+02
8.587305000000000632e+00,6.405239947408102807e+02
8.599520999999999304e+00,6.379165127232763552e+02
8.611736000000000502e+00,6.353200627056294252e+02
8.623951000000001699e+00,6.327343859090979095e+02
8.636165999999999343e+00,6.301594376333063110e+02
8.648381000000000540e+00,6.275951733633476124e+02
8.660596999999999213e+00,6.250413401469118071e+02
8.672812000000000410e+00,6.224983119475635931e+02
8.685027000000001607e+00,6.199658353108906113e+02
8.697241999999999251e+00,6.174438664562251233e+02
8.709458000000001476e+00,6.149321566034923308e+02
8.721672999999999121e+00,6.124310735480412404e+02
8.733888000000000318e+00,6.099403680159775831e+02
8.746103000000001515e+00,6.074599969487592261e+02
8.758317999999999159e+00,6.049899174665034707e+02
8.770534000000001384e+00,6.025298859077720408e+02
8.782748999999999029e+00,6.000802625005444497e+02
8.794964000000000226e+00,5.976408030997234846e+02
8.807179000000001423e+00,5.952114655326942056e+02
8.819395000000000095e+00,5.927920101570143743e+02
8.831610000000001293e+00,5.903827912589985090e+02
8.843824999999998937e+00,5.879835687205231807e+02
8.856040000000000134e+00,5.855943010645738696e+02
8.868255999999998807e+00,5.832147526014125560e+02
8.880471000000000004e+00,5.808452717736943214e+02
8.892686000000001201e+00,5.784856224238448021e+02
8.904900999999998845e+00,5.761357637589806018e+02
8.917116000000000042e+00,5.737956551554742646e+02
8.929331999999998715e+00,5.714650657728914211e+02
8.941546999999999912e+00,5.691443368846984185e+02
8.953762000000001109e+00,5.668332371922501807e+02
8.965976999999998753e+00,5.645317267419746941e+02
8.978193000000000978e+00,5.622395785009563269e+02
8.990407999999998623e+00,5.599571281136412608e+02
9.002622999999999820e+00,5.576841480964618540e+02
9.014838000000001017e+00,5.554205991548468546e+02
9.027052999999998661e+00,5.531664421572669426e+02
9.039269000000000887e+00,5.509214547419966266e+02
9.051483999999998531e+00,5.486859656476153759e+02
9.063698999999999728e+00,5.464597520710178742e+02
9.075914000000000925e+00,5.442427755261167022e+02
9.088129999999999598e+00,5.420348173188607461e+02
9.100345000000000795e+00,5.398362007655566686e+02
