# wavenlength / nm,    wavenumber / 10^3 cm-1, norm. transient absorption
3.507587941265592235e+02,2.850962019327687713e+01,1.266525789077641018e-01
3.517059736572107909e+02,2.843284092111119676e+01,9.145009880218279985e-02
3.526531531878623582e+02,2.835647408680019765e+01,7.213470792856764569e-02
3.536003327185139256e+02,2.828051637598591128e+01,7.398799900028622811e-02
3.545475122491654929e+02,2.820496450972781233e+01,8.129803842754124155e-02
3.554946917798170603e+02,2.812981524403100053e+01,6.117431854073928504e-02
3.564418713104686276e+02,2.805506536938187878e+01,7.597285387692996605e-02
3.573890508411201381e+02,2.798071171029123505e+01,4.074633635561900058e-02
3.583362303717717054e+02,2.790675112484456122e+01,5.923555948493215706e-02
3.592834099024232728e+02,2.783318050425949508e+01,7.068810533780491012e-02
3.602305894330748401e+02,2.775999677245022568e+01,4.740713996879166586e-02
3.611777689637264075e+02,2.768719688559877667e+01,4.030156344653595263e-02
3.621249484943779180e+02,2.761477783173299372e+01,2.688308792469739153e-02
3.630721280250294853e+02,2.754273663031115404e+01,2.104163932434526332e-02
3.640193075556810527e+02,2.747107033181304914e+01,2.360893253186704607e-02
3.649664870863326200e+02,2.739977601733746582e+01,9.603255372394819619e-03
3.659136666169841874e+02,2.732885079820585617e+01,7.444994285001188365e-03
3.668608461476356979e+02,2.725829181557222824e+01,1.555595033200555697e-03
3.678080256782873221e+02,2.718809624003896985e+01,1.655308172405525486e-03
3.687552052089388326e+02,2.711826127127871189e+01,-6.142981742213068398e-03
3.697023847395903999e+02,2.704878413766187251e+01,-8.427578024256521944e-03
3.706495642702419673e+02,2.697966209589002418e+01,-1.443272623788763830e-02
3.715967438008935346e+02,2.691089243063478520e+01,-1.074117762167958907e-02
3.725439233315451020e+02,2.684247245418229610e+01,-1.927155125431503219e-02
3.734911028621966125e+02,2.677439950608302155e+01,-2.704628778448440671e-02
3.744382823928481798e+02,2.670667095280693815e+01,-3.345319454390485725e-02
3.753854619234997472e+02,2.663928418740391280e+01,-3.362722660471602343e-02
3.763326414541513145e+02,2.657223662916920404e+01,-5.665446489438052957e-02
3.772798209848028819e+02,2.650552572331401535e+01,-5.237817967572715172e-02
3.782270005154543924e+02,2.643914894064100451e+01,-4.748728803089397044e-02
3.791741800461059597e+02,2.637310377722460686e+01,-5.347626812812508040e-02
3.801213595767575271e+02,2.630738775409622932e+01,-5.337560465543605970e-02
3.810685391074090944e+02,2.624199841693404878e+01,-5.413375717211659638e-02
3.820157186380606618e+02,2.617693333575747872e+01,-6.622585984271082971e-02
3.829628981687122291e+02,2.611219010462615131e+01,-8.019572440703078009e-02
3.839100776993637965e+02,2.604776634134335467e+01,-7.382651385615375539e-02
3.848572572300153070e+02,2.598365968716385765e+01,-6.849313610759204252e-02
3.858044367606668743e+02,2.591986780650602640e+01,-7.058671198477185771e-02
3.867516162913184417e+02,2.585638838666819339e+01,-8.138772177968341126e-02
3.876987958219700090e+02,2.579321913754915840e+01,-6.369103377811090316e-02
3.886459753526215763e+02,2.573035779137277856e+01,-6.978409623095202519e-02
3.895931548832730869e+02,2.566780210241661919e+01,-7.485732545804811566e-02
3.905403344139246542e+02,2.560554984674446288e+01,-8.052593827407211746e-02
3.914875139445762215e+02,2.554359882194281894e+01,-7.099725604291887149e-02
3.924346934752277889e+02,2.548194684686114186e+01,-7.966105229598574589e-02
3.933818730058793562e+02,2.542059176135587606e+01,-7.557589519939045264e-02
3.943290525365308667e+02,2.535953142603814214e+01,-5.315681326456152267e-02
3.952762320671824909e+02,2.529876372202507184e+01,-6.218379879287708190e-02
3.962234115978340014e+02,2.523828655069473825e+01,-7.534991196532273006e-02
3.971705911284855688e+02,2.517809783344451446e+01,-6.123184641508740839e-02
3.981177706591371361e+02,2.511819551145296714e+01,-4.657132869185828805e-02
3.990649501897887035e+02,2.505857754544508254e+01,-4.099558257087358021e-02
4.000121297204402708e+02,2.499924191546086760e+01,-5.031424681661206960e-02
4.009593092510917813e+02,2.494018662062719116e+01,-4.090384487015715637e-02
4.019064887817433487e+02,2.488140967893288646e+01,-3.864515433955102025e-02
4.028536683123949160e+02,2.482290912700700503e+01,-2.189011611651005620e-02
4.038008478430464834e+02,2.476468301990020748e+01,-1.188152725755620490e-02
4.047480273736980507e+02,2.470672943086920270e+01,-1.215165515936440441e-02
4.056952069043495612e+02,2.464904645116424220e+01,1.571411898990014711e-02
4.066423864350011854e+02,2.459163218981951005e+01,2.289362146531414774e-02
4.075895659656526959e+02,2.453448477344656453e+01,2.704054561509514065e-02
4.085367454963042633e+02,2.447760234603049412e+01,1.995102371814409456e-02
4.094839250269558306e+02,2.442098306872903990e+01,1.910334106839009852e-02
4.104311045576073980e+02,2.436462511967442168e+01,4.215224635827323485e-02
4.113782840882589653e+02,2.430852669377792097e+01,6.911979385701159939e-02
4.123254636189104758e+02,2.425268600253717111e+01,5.801276389429864400e-02
4.132726431495620432e+02,2.419710127384606935e+01,7.027778915982414720e-02
4.142198226802136105e+02,2.414177075180733212e+01,7.766566750189633772e-02
4.151670022108651779e+02,2.408669269654758338e+01,1.159842157508437083e-01
4.161141817415167452e+02,2.403186538403498673e+01,1.115842776102312917e-01
4.170613612721682557e+02,2.397728710589937151e+01,1.309311400226808864e-01
4.180085408028198231e+02,2.392295616925476409e+01,1.210388823976076417e-01
4.189557203334713904e+02,2.386887089652437410e+01,1.503516989239173374e-01
4.199028998641229578e+02,2.381502962526792544e+01,1.550321092083100649e-01
4.208500793947745251e+02,2.376143070801132495e+01,1.657900825866479855e-01
4.217972589254260356e+02,2.370807251207861555e+01,1.768894228700039206e-01
4.227444384560776598e+02,2.365495341942619234e+01,2.069411478598239262e-01
4.236916179867291703e+02,2.360207182647927482e+01,2.138486675050408625e-01
4.246387975173807376e+02,2.354942614397049638e+01,2.331965806150119169e-01
4.255859770480323050e+02,2.349701479678073213e+01,2.331506045537692084e-01
4.265331565786838723e+02,2.344483622378198362e+01,2.578862724889603997e-01
4.274803361093354397e+02,2.339288887768238467e+01,2.589338421554195913e-01
4.284275156399868933e+02,2.334117122487325702e+01,2.813517238271486254e-01
4.293746951706385175e+02,2.328968174527817325e+01,2.869523336231320498e-01
4.303218747012900849e+02,2.323841893220405197e+01,2.930047533016685857e-01
4.312690542319416522e+02,2.318738129219417843e+01,3.061267461463821893e-01
4.322162337625932196e+02,2.313656734488315792e+01,3.270833251076560866e-01
4.331634132932447301e+02,2.308597562285381599e+01,3.156958236340702273e-01
4.341105928238963543e+02,2.303560467149589641e+01,3.269875159494108341e-01
4.350577723545478648e+02,2.298545304886670593e+01,3.212815686028359097e-01
4.360049518851994321e+02,2.293551932555346440e+01,3.215468798662621808e-01
4.369521314158509995e+02,2.288580208453753073e+01,3.187882244402296950e-01
4.378993109465025668e+02,2.283629992106035544e+01,3.254034709330121400e-01
4.388464904771541342e+02,2.278701144249116339e+01,3.130504325978035740e-01
