# wavenlength / nm,    wavenumber / 10^3 cm-1, norm. transient absorption
3.507587941265592235e+02,2.850962019327687713e+01,1.249239816611419640e-01
3.517059736572107909e+02,2.843284092111119676e+01,1.059305683514641799e-01
3.526531531878623582e+02,2.835647408680019765e+01,9.118590881108296076e-02
3.536003327185139256e+02,2.828051637598591128e+01,7.518946494474433584e-02
3.545475122491654929e+02,2.820496450972781233e+01,6.829419790142826630e-02
3.554946917798170603e+02,2.812981524403100053e+01,8.035851949770315972e-02
3.564418713104686276e+02,2.805506536938187878e+01,6.538511186378914708e-02
3.573890508411201381e+02,2.798071171029123505e+01,4.555488914800504691e-02
3.583362303717717054e+02,2.790675112484456122e+01,5.352852641151010366e-02
3.592834099024232728e+02,2.783318050425949508e+01,5.554510704849256741e-02
3.602305894330748401e+02,2.775999677245022568e+01,3.326190984715907129e-02
3.611777689637264075e+02,2.768719688559877667e+01,3.059634750251966073e-02
3.621249484943779180e+02,2.761477783173299372e+01,3.983279229596058124e-02
3.630721280250294853e+02,2.754273663031115404e+01,2.284049348130198429e-02
3.640193075556810527e+02,2.747107033181304914e+01,2.021051497093207146e-03
3.649664870863326200e+02,2.739977601733746582e+01,9.311348599889454625e-03
3.659136666169841874e+02,2.732885079820585617e+01,-6.276211377724849952e-03
3.668608461476356979e+02,2.725829181557222824e+01,5.566214689569442230e-03
3.678080256782873221e+02,2.718809624003896985e+01,-1.808569553991945522e-02
3.687552052089388326e+02,2.711826127127871189e+01,-4.230512779690324965e-03
3.697023847395903999e+02,2.704878413766187251e+01,-1.564588337501728391e-02
3.706495642702419673e+02,2.697966209589002418e+01,-6.817380445478381235e-03
3.715967438008935346e+02,2.691089243063478520e+01,-2.290086903164210638e-02
3.725439233315451020e+02,2.684247245418229610e+01,-1.703581192617130771e-02
3.734911028621966125e+02,2.677439950608302155e+01,-1.730988575994192938e-02
3.744382823928481798e+02,2.670667095280693815e+01,-2.107413790292900907e-02
3.753854619234997472e+02,2.663928418740391280e+01,-4.713250571790940369e-02
3.763326414541513145e+02,2.657223662916920404e+01,-3.841632154942556387e-02
3.772798209848028819e+02,2.650552572331401535e+01,-3.448586140339124362e-02
3.782270005154543924e+02,2.643914894064100451e+01,-6.144439109370705698e-02
3.791741800461059597e+02,2.637310377722460686e+01,-5.948496286094717006e-02
3.801213595767575271e+02,2.630738775409622932e+01,-6.863191147601134523e-02
3.810685391074090944e+02,2.624199841693404878e+01,-6.109288600340866821e-02
3.820157186380606618e+02,2.617693333575747872e+01,-6.945000819096180944e-02
3.829628981687122291e+02,2.611219010462615131e+01,-8.152470984550641564e-02
3.839100776993637965e+02,2.604776634134335467e+01,-8.070294793258125932e-02
3.848572572300153070e+02,2.598365968716385765e+01,-6.798171327715638035e-02
3.858044367606668743e+02,2.591986780650602640e+01,-8.172536840814459413e-02
3.867516162913184417e+02,2.585638838666819339e+01,-8.384735533067995406e-02
3.876987958219700090e+02,2.579321913754915840e+01,-6.634796334560059961e-02
3.886459753526215763e+02,2.573035779137277856e+01,-7.923005764463128542e-02
3.895931548832730869e+02,2.566780210241661919e+01,-5.977036084986323689e-02
3.905403344139246542e+02,2.560554984674446288e+01,-6.996003453089515156e-02
3.914875139445762215e+02,2.554359882194281894e+01,-7.231231878896124399e-02
3.924346934752277889e+02,2.548194684686114186e+01,-8.354347978844604838e-02
3.933818730058793562e+02,2.542059176135587606e+01,-6.992384801824994001e-02
3.943290525365308667e+02,2.535953142603814214e+01,-7.104095373340950370e-02
3.952762320671824909e+02,2.529876372202507184e+01,-6.612716596347509301e-02
